,time,speed,current
0,0.134,0.10851325974001766,-3.9433203121501323
1,0.185,0.3794269154556364,3.207838223318011
2,0.295,165.94838113949982,103.99749786073997
3,0.393,806.5521685022474,167.12618510149073
4,0.493,2029.174713046276,193.22083989163866
5,0.56,2850.4513162585413,180.75548681401887
6,0.63,3368.2769850567797,136.11769306600453
7,0.693,3390.658602115708,79.04043295660317
8,0.82,3056.822473560987,32.43498663616423
9,0.954,2674.5136001047504,69.57903579479581
10,1.008,2645.265525406575,95.32193229526865
11,1.071,2721.9072041598247,113.67278620475065
12,1.122,2847.730888604787,122.84828417008278
13,1.206,3087.696634173136,128.27530807279325
14,1.265,3253.0715570322295,114.85765391160054
15,1.329,3208.617833965134,69.54622627943452
16,1.41,2975.7986640319473,37.294576917199784
17,1.494,2701.8431968527548,45.977066372653375
18,1.571,2595.346636699459,88.59292217798773
19,1.678,2734.652242736514,119.11989653850128
20,1.783,3034.4553906929505,129.02222754047773
21,1.832,3190.4752966160613,123.72614618647351
22,1.891,3186.7070689655657,75.59412270191875
23,1.978,2983.0803353012066,41.65481445529362
24,2.047,2758.1287849185023,37.877728580080834
25,2.101,2637.735107927174,73.06751984960053
26,2.17,2633.147242743706,102.05717638717967
27,2.23,2740.698028373122,117.95576934208198
28,2.284,2892.6749834690613,125.73915944879167
29,2.352,3094.819350817913,119.50873529942936
30,2.424,3062.551437709463,67.6460589056314
31,2.497,2865.1582365132467,39.308714315647
32,2.559,2669.5326757381717,32.334309903930595
33,2.639,2526.7244911375615,79.89872055877508
34,2.741,2606.791810739852,113.95538455077579
35,2.85,2901.573011267031,129.2811655125358
36,2.935,3137.1768714768673,109.56845665079229
37,2.989,3101.9696924502873,71.9026457079592
38,3.048,2953.7322442813283,46.02665373591329
39,3.113,2752.4821273906164,42.020350895506716
40,3.18,2634.839695786779,79.58012979132121
41,3.235,2640.9369463924213,101.5706370840105
42,3.317,2775.7084613066572,119.82144448158323
43,3.389,2973.6439270485193,127.38359935403187
44,3.452,3136.1473665914123,113.09334934389666
45,3.523,3090.019734910067,67.71217262557755
46,3.652,2743.2708056516867,28.315564464841472
47,3.74,2480.6912442216017,41.6400523712469
