delay_mean,loss_mean,control_interval,sla(90%),sla(91%),sla(92%),sla(93%),sla(94%),sla(95%),sla(96%),sla(97%),sla(98%),sla(99%),avg_precision
15,0.1,5,99.22353316422186,99.205393833716,99.18643424227331,99.16344171154245,99.13742647891596,99.10924980489801,99.06807046497093,99.02488331724977,98.96183306843358,98.82736078630886,99.51
15,0.15,5,99.24984061838622,99.23057817272256,99.21214972513914,99.18889459210588,99.16507634315403,99.13820338039297,99.10372868258203,99.06468747385482,99.01055925700746,98.92255965133849,99.53
15,0.2,5,99.19802977221707,99.17985504477576,99.16003660383879,99.13790702638356,99.10916306145585,99.07684150761895,99.04053397016912,98.99404779922337,98.90285463101046,98.77509649795867,99.51
15,0.25,5,99.15772950215512,99.13590996928072,99.11521280177071,99.08749139922938,99.06039913938156,99.02488146624627,98.98448693631966,98.93454218403454,98.87449629959306,98.7449369966699,99.48
15,0.3,5,99.1422999561877,99.12239708309578,99.09901063634331,99.06950975674705,99.03227256770778,98.99070296163505,98.94036771827676,98.88021936093233,98.80902090143485,98.70496765888225,99.48
15,0.35,5,99.1412722652206,99.11819237097822,99.09460647817305,99.06519161705458,99.03291585516281,99.00141660069166,98.95822089819347,98.8946871892001,98.8183228877879,98.6727980602641,99.48
15,0.4,5,99.09784938184954,99.07333320822126,99.04436771221565,99.01268577962384,98.96683528104684,98.90902113965167,98.84713881889019,98.76097070943884,98.64483980809122,98.37319707248395,99.44
15,0.45,5,99.0453184961376,99.02075172441755,98.99395442536434,98.95948854399242,98.92574696010017,98.8820969352748,98.81934227811212,98.72722979843141,98.60647983836185,98.3775256292778,99.44
15,0.5,5,98.98556720303107,98.95229272481158,98.90997748393366,98.86982193146802,98.82138664136468,98.76287826213095,98.68788503515833,98.6021562849771,98.45007687443051,98.2035213569466,99.41
20,0.05,5,99.03569878143986,99.01310499279356,98.98775656821363,98.96456873539107,98.93435210239348,98.9027608258666,98.85928409096826,98.81484365201996,98.74474919746126,98.65158300017414,99.43
20,0.1,5,99.07999508894493,99.05439789075727,99.02923288361018,99.0012197914687,98.96531492821032,98.92721933655736,98.88019376348126,98.81661981073624,98.72595173487106,98.56008088487364,99.43
20,0.15,5,98.96875975419333,98.94390726862943,98.91876642869173,98.88851910710058,98.85770095327872,98.82201417888496,98.7727260679695,98.72526213984848,98.65722526376263,98.49447963760163,99.39
20,0.2,5,98.93690375037768,98.91363263453547,98.88603675696679,98.86023652077134,98.82322926543522,98.78366268712945,98.73313484647291,98.65973980635279,98.56925444610658,98.38330137312244,99.36
20,0.25,5,98.95065950538657,98.92861160227251,98.90263578362757,98.86990154835811,98.8288394664589,98.78954230280355,98.74371556640557,98.67265647165786,98.58060291372351,98.45002112863052,99.4
20,0.3,5,98.94710187448027,98.92435371848453,98.89830944907182,98.8699460162254,98.83458663728376,98.7932647855792,98.74231012228302,98.67421638082575,98.58003145269704,98.45429199003233,99.39
20,0.35,5,98.85486337377063,98.825660733535,98.7907040267294,98.75262643368985,98.70966246464796,98.65044121464027,98.58146434635734,98.48099266299049,98.35655044832954,98.08089333509005,99.34
20,0.4,5,98.85810204355583,98.83011273407423,98.796068694604,98.75911835486536,98.71299731470775,98.67090860543455,98.62542391979431,98.57283862253651,98.48833057275601,98.3419520878046,99.35
20,0.45,5,98.76063974828567,98.72400567932397,98.68691697900454,98.64305168964009,98.59018012512624,98.53574310699825,98.47894579036485,98.39807918235164,98.25635715433936,98.04854541356984,99.3
20,0.5,5,98.70556447918473,98.66190755993195,98.61493885399857,98.56666151006124,98.51567500476793,98.44572436872598,98.37738513690026,98.28508051028683,98.10058840659296,97.8437268075747,99.26
25,0.05,5,98.7348419704292,98.70414121768452,98.66514802538346,98.62548492355319,98.58160496218395,98.5239006202316,98.42980496115321,98.31600502499151,98.18533482608194,98.00983188730659,99.26
25,0.1,5,98.68409976728668,98.64478416675708,98.59864517884373,98.55634882438476,98.49955237523395,98.43226506229635,98.36216674943451,98.27627186122311,98.15284361196031,97.98910163064254,99.26
25,0.15,5,98.7143055856822,98.6816328411896,98.63709539512928,98.58181877346796,98.52819644609357,98.47827217450833,98.41642171794301,98.34156872319771,98.22254188657396,98.05717983016913,99.26
25,0.2,5,98.6990464074996,98.66951095325834,98.63188103759443,98.58658773226598,98.53199410239068,98.46574813239063,98.3934817639701,98.31742871203157,98.22428346992331,98.12436855932506,99.25
25,0.25,5,98.6289624466605,98.59100158682007,98.55182860906244,98.50108057129562,98.442850105987,98.37077544837047,98.29498371974182,98.21297197346148,98.09832994198094,97.79611459415514,99.23
