,time,speed,current
0,0.041,1.1839007983271566,-15.653214877317893
1,0.059,3.1337210500019204,-11.782479073087648
2,0.103,5.909325732205062,27.095560553885417
3,0.122,14.642898507865334,43.438046391258126
4,0.172,91.87485458423839,84.99610293948757
5,0.202,200.13817438454936,109.9827975051303
6,0.221,297.8807398644516,124.88734379118486
7,0.292,849.6080974483058,169.16738898100897
8,0.366,1665.545983172127,191.68154436555415
9,0.382,1866.8038110603154,193.0356503911132
10,0.409,2188.1074999075654,192.41855937761432
11,0.427,2407.6407287394345,190.10505253006778
12,0.444,2590.448650611487,187.00620275612604
13,0.473,2847.025806910462,160.89413821030584
14,0.507,2997.788598419731,129.4481728048083
15,0.53,3042.5721518498012,110.66335149967328
16,0.591,3018.4168263186516,73.1578581286614
17,0.61,2988.027960679823,73.3441417376285
18,0.631,2961.4733147329844,81.85568196203305
19,0.647,2949.365122267355,87.40168096883943
20,0.662,2943.461673633832,92.01980176178198
21,0.732,2969.7040670528413,107.75217239039634
22,0.765,3006.0803459473073,112.87050060118202
23,0.781,3026.735597992703,106.77656835847563
24,0.807,3029.4148336616004,89.43797323037074
25,0.898,2877.519624345709,49.38847668009318
26,0.993,2720.552433152962,84.28452346483056
27,1.022,2716.7400685561506,94.67108104179273
28,1.051,2733.00593924645,103.27473418984282
29,1.111,2815.354389185356,115.92312331693364
30,1.142,2878.200732151085,120.38145096327733
31,1.175,2950.6997136855052,123.58606620882037
32,1.198,2997.8465726913737,110.86249228583078
33,1.318,2865.126239741267,50.58859819881837
34,1.335,2831.44964707183,52.69528315631938
35,1.397,2741.653602393684,81.44935139560346
36,1.435,2732.9443988630246,94.8584630136039
37,1.458,2744.200249109242,101.751946066582
38,1.482,2767.46569275688,107.7679459738998
39,1.518,2819.9873174289196,114.85552473882787
40,1.564,2907.6380867827015,121.01802124891773
41,1.621,3025.319258069361,116.89308212998749
42,1.675,3060.191098707476,87.64336670730043
43,1.739,2961.2838815318814,57.28045910155186
44,1.816,2771.6568928289103,53.33209723451422
45,1.826,2750.2840750011455,59.09362776683901
46,1.883,2685.2365730571564,84.58994085457537
47,1.92,2685.7063256713195,97.10460854966787
48,1.971,2734.8056316348775,110.43772180256889
49,1.997,2777.1077112732987,115.48871933355385
50,2.094,2993.1840469327117,126.00928307098
51,2.114,3042.1411580891076,120.6959219567396
52,2.146,3071.034761855454,96.81954220087188
53,2.193,3030.776029400775,71.49711599350975
54,2.209,3000.2381608155056,68.91927735131364
55,2.282,2938.2784980741512,94.300719584158
56,2.342,2964.851999077376,107.54896195282751
57,2.378,3004.9009880114627,113.15026724984452
