0,0.15,10,99.51836608544787,99.48486439773568,99.45529045350953,99.4354581501952,99.40105859558761,99.37294362812649,99.33940855788484,99.29237730897287,99.25814318116038,98.86127908021632,99.74
0,0.05,10,99.73250748049021,99.72820135813552,99.72113161480608,99.71348151797072,99.70102850022974,99.68475582906999,99.66605743132332,99.64011289205295,99.60321192529065,99.5671448045484,99.81
0,0.1,10,99.66913420270751,99.65939493812985,99.64922756582254,99.63885377156505,99.62756529792743,99.61165580963987,99.59559334522592,99.5758003500028,99.55341612571185,99.51327773111342,99.79
0,0.15,10,99.59070864530383,99.57812625415984,99.56372821719772,99.55015166514133,99.53310157976664,99.51427643864876,99.48289726823543,99.4338394305388,99.33055231960628,99.2160324503783,99.75
0,0.2,10,99.55645474982595,99.54122305160162,99.52654609832555,99.50815911829872,99.4839935740946,99.45033079991138,99.40524512179375,99.35591875498643,99.30404336467926,99.22642482298305,99.74
0,0.25,10,99.52338823528262,99.50607091528916,99.48650359530943,99.46223106117043,99.42986562378204,99.39369678239088,99.35775905864602,99.3133278805144,99.26331320303707,99.10138031463008,99.73
0,0.3,10,99.41164666739982,99.38556031152125,99.35840032103695,99.32803175280368,99.29299443231527,99.25453574201096,99.19645773860881,99.1118333285635,98.98263777393925,98.80386927432271,99.68
0,0.35,10,99.32982841453686,99.30389942697963,99.27786835918333,99.2497963513788,99.21216608379635,99.16447785519766,99.09510645986767,98.99728379272646,98.87343956500823,98.58364363881127,99.65
0,0.4,10,99.17809093396042,99.12942277991685,99.06943302179958,98.9923719981492,98.9170269807921,98.82241658651667,98.72244972848506,98.58452477918993,98.4102917118622,98.00298719738628,99.59
0,0.45,10,99.04943772550178,99.00432754096347,98.95892889148526,98.90608934882971,98.80740720210973,98.69862401690764,98.56047376098087,98.39198420785164,98.11660255359985,97.51238979289667,99.53
0,0.5,10,98.89182841667524,98.84090904349011,98.78491738057032,98.70787053134417,98.61206900517138,98.48897481413636,98.3370719815779,98.15276384642365,97.91895955051649,97.58518095941766,99.47
5,0.05,10,99.62148841703448,99.61341921504611,99.60504535020375,99.59461394196993,99.58224039548581,99.56771029806372,99.5501069238723,99.52280580426881,99.48779817824382,99.4291487526291,99.74
5,0.1,10,99.59538880023848,99.58627583570326,99.57331262813348,99.56041277774348,99.54699195135971,99.53034181002774,99.50857518419053,99.4836639105505,99.44418555790598,99.39352604372117,99.73
5,0.15,10,99.52811706998668,99.51111862262871,99.49219076979257,99.47436184735912,99.44825890921392,99.41892739579652,99.37960808561893,99.32642803045644,99.25137981243414,99.09342477785876,99.71
5,0.2,10,99.48667011614828,99.47352110676869,99.45915222489883,99.44123647481685,99.41693580281904,99.3877151769839,99.34646263149948,99.28472701778563,99.20260414494273,99.08003301727115,99.69
