,time,speed
0,0.029,49.85216656570226
1,0.052,100.34712062333205
2,0.086,107.60574551659252
3,0.121,268.79615436541144
4,0.154,747.9851577646803
5,0.192,1806.0319720618195
6,0.225,3090.5790975485975
7,0.262,4512.646389217592
8,0.307,5461.727909960833
9,0.341,5576.005746317163
10,0.394,5471.2917089531265
11,0.451,5606.983936420466
12,0.495,5839.858375407009
13,0.529,5928.474619049612
14,0.562,5824.248479274285
15,0.596,5690.004478383104
16,0.624,5668.282378442722
17,0.652,5726.640126065202
18,0.71,6000.114413559764
19,0.75,6050.443513879757
20,0.787,5875.84262858462
21,0.813,5753.923101222381
22,0.857,5738.487502691743
23,0.927,6013.6970132759725
24,0.967,6108.2121827297615
25,1.019,5868.550858491293
26,1.066,5697.560713895607
27,1.135,5830.81187467765
28,1.182,6080.382541842319
29,1.221,6150.63147806983
30,1.249,6021.413681763871
31,1.287,5886.66142955759
32,1.313,5888.0837081062755
33,1.342,5964.341191520626
34,1.439,5663.902449748448
35,1.488,5399.779681491391
36,1.518,5367.415547716356
37,1.564,5510.772032124232
38,1.603,5756.5145797109335
39,1.631,5858.966554945929
40,1.705,5558.818307947869
41,1.765,5379.028608088724
42,1.803,5473.061662335286
43,1.839,5674.105974753067
44,1.876,5931.442706109576
45,1.92,6060.806814358441
46,1.951,5929.0251495594275
47,1.978,5802.438341111004
48,2.012,5777.153859940595
49,2.056,5901.367644947589
50,2.087,5911.2804848836795
51,2.115,5877.2478637870745
52,2.149,5944.011432204342
53,2.172,5952.04437935875
54,2.203,5912.883113255451
55,2.227,5952.787174579647
56,2.258,5971.5849775118395
57,2.284,5906.217440783877
58,2.316,5902.443047708084
59,2.343,5976.599138516991
60,2.374,5967.149222571504
61,2.404,5916.224812167717
62,2.492,6166.131941856427
63,2.52,6202.7618885483
64,2.55,6075.563399922359
65,2.573,5967.867877341218
66,2.602,5937.018110266846
67,2.63,5986.114597944447
68,2.673,5979.753532399574
69,2.711,5899.140690430714
70,2.74,5939.364392799454
71,2.767,5930.306552355499
72,2.833,5882.873399523927
73,2.883,6061.957107971624
74,2.931,6161.526588081916
75,2.961,6022.88431647104
76,2.989,5885.402030679116
77,3.011,5848.109385292542
78,3.04,5886.253403815385
79,3.071,6000.456116911277
80,3.115,6035.189305554182
81,3.146,5882.598604187184
82,3.203,5731.329336694965
83,3.232,5787.656956570448
84,3.263,5924.583015541294
85,3.302,5925.0880458758775
86,3.33,5865.29333398353
87,3.356,5891.582880193692
88,3.389,6002.357083873305
89,3.421,6002.150418663394
90,3.449,5933.9705968255175
91,3.476,5934.664793686285
92,3.5,5995.2750484629405
93,3.53,5990.67812280959
94,3.56,5917.910745401154
95,3.587,5938.573297542088
96,3.613,6018.799994805234
97,3.642,6022.67379351252
98,3.673,5879.866473285059
99,3.7,5745.977939374341
100,3.735,5715.559920620754
101,3.759,5775.243173585934
102,3.853,6239.009665161478
103,3.886,6289.743406946332
104,3.909,6184.784263560493
105,3.933,6083.426202018857
106,3.956,6053.732851993193
107,3.985,6093.075274260928
108,4.014,6084.542219810039
109,4.038,5971.510636802486
110,4.064,5863.43686995049
111,4.093,5848.145863059056
112,4.119,5908.233716849322
113,4.144,5908.571143869407
114,4.168,5869.025547110565
115,4.193,5898.086562259876
116,4.224,6008.207509620252
117,4.248,6034.1388752679195
118,4.271,5943.318765931714
119,4.299,5851.314122343583
120,4.323,5848.409396304788
121,4.355,5927.925873575516
122,4.386,5955.858752010498
123,4.414,5907.6307034504225
124,4.456,5974.635137142871
125,4.477,5980.08892407824
126,4.528,5913.913592627086
127,4.56,5991.311361714922
128,4.612,6006.335372257833
129,4.635,5883.59648022999
130,4.67,5715.355074982433
131,4.696,5676.221175816104
132,4.726,5730.308879748836
133,4.755,5845.387593247303
134,4.782,5892.397294414458
135,4.807,5885.698987956732
136,4.83,5930.341187499868
137,4.853,5938.410115464408
138,4.878,5920.7531604421565
139,4.918,5989.665542273802
140,4.959,5960.520335105654
141,4.986,5879.194568530022
142,5.036,5934.255908504847
143,5.069,6073.110561164729
144,5.128,6251.516758696239
145,5.151,6152.4633911294995
146,5.191,6030.652127326689
147,5.224,6054.928839859749
148,5.264,5990.551309788358
149,5.298,5856.029661764543
150,5.385,6005.7589868361465
151,5.424,6036.325811574587
152,5.447,5925.053618628069
153,5.478,5811.659816548518
154,5.522,5837.1489459159275
155,5.558,5975.822111429538
156,5.588,6020.273998839418
157,5.619,5895.666018674206
158,5.643,5793.576223229109
159,5.672,5776.461914410111
160,5.71,5877.988678262253
161,5.743,5880.634276788501
162,5.789,5844.547035963837
163,5.856,6078.531884287818
164,5.884,6106.920865965164
165,5.91,5992.033282729478
166,5.937,5884.701641633723
167,5.964,5867.865720564903
168,5.993,5932.17627196915
169,6.101,6051.446297693656
170,6.129,5892.941822901557
171,6.164,5739.174354655961
172,6.194,5718.830021991275
173,6.219,5776.782143118924
174,6.254,5927.509962529145
175,6.279,5971.104294827275
176,6.321,5816.122048560608
177,6.347,5705.691576612863
178,6.369,5675.467929284578
179,6.407,5739.567892385486
180,6.437,5866.792951661756
181,6.486,6003.43145760428
182,6.53,5824.103189197204
183,6.584,5677.3330076259135
184,6.668,5942.3317543450885
185,6.711,5947.593760112263
186,6.749,5888.5300544271695
187,6.775,5930.445593239583
188,6.798,5928.361797740658
189,6.825,5883.977926174745
190,6.854,5921.04350859757
191,6.887,6037.064335702803
192,6.922,6067.6267843047735
193,6.951,5935.0069090539055
194,6.984,5812.013960214154
195,7.033,5847.263014346397
196,7.074,6007.266463169119
197,7.1,6037.629532686864
198,7.131,5905.599120472067
199,7.165,5762.274255918158
200,7.198,5747.1785915292285
201,7.233,5844.281783283935
202,7.256,5953.611846383911
203,7.289,5991.177980489215
204,7.328,5823.843756667254
205,7.371,5639.366290964428
206,7.399,5625.024037791039
207,7.423,5680.492963326133
208,7.451,5804.854063906886
209,7.474,5848.012278859279
210,7.513,5810.206620789149
211,7.543,5872.831995693706
212,7.57,5986.9801760450155
213,7.598,6008.827844317211
214,7.634,5850.167532837642
215,7.663,5697.871057937454
216,7.704,5660.327302142875
217,7.732,5733.189129191355
218,7.775,5936.237111594404
219,7.805,6036.2005758568575
220,7.858,5846.755303385226
221,7.902,5670.704182089834
222,7.931,5671.845127316752
223,7.956,5742.338722590581
224,7.982,5862.843462356026
225,8.011,5930.394053618836
226,8.044,5816.703251746659
227,8.225,6023.454804504239
228,8.623,6258.910811081211
229,8.69,5812.889770557645
230,8.745,5469.272126377451
231,8.776,5405.8037016451935
232,8.802,5451.957534129318
233,8.829,5572.171914827792
234,8.853,5724.749902744781
235,8.888,5814.715722376293
236,8.928,5803.96848686318
237,8.96,5896.3960329106585
238,8.988,5922.254024758465
239,9.04,5858.841373032248
240,9.074,5941.414414371069
241,9.102,5976.1038141341205
242,9.125,5892.567121395265
243,9.16,5740.918067677775
244,9.189,5720.819674301269
245,9.231,5833.719618323252
246,9.289,6125.904100320944
247,9.318,6175.315236660465
248,9.351,6032.3044666034675
249,9.388,5857.425155176089
250,9.43,5841.501966908634
251,9.481,6001.748801844869
252,9.518,6020.741906771258
253,9.544,5900.94944008013
254,9.573,5775.384497177628
255,9.614,5769.08485644211
256,9.663,5939.952452055286
257,9.695,6021.402550147736
258,9.753,5784.168911276303
259,9.808,5596.840915856972
260,9.841,5634.326105420101
261,9.882,5804.361336386212
262,9.952,5787.021437163335
263,9.997,5687.715410348851
