,time,speed,current
0,0.014,0.04115783814249832,5.124210629045869
1,0.079,11.726816593430508,42.20522599720436
2,0.151,164.81437185382117,103.61550849212601
3,0.201,445.25122438689834,141.50701276084263
4,0.275,1157.9694274393212,181.54467896438297
5,0.334,1880.908004279293,193.14017539482774
6,0.402,2675.7104124453354,185.23492492824735
7,0.448,3072.7554513793357,153.83299189187997
8,0.516,3211.9071759073345,91.47403573625554
9,0.564,3136.4447276398823,63.54810979127805
10,0.63,2953.4961128692494,39.25094566372788
11,0.675,2806.5281262702033,44.916038195386285
12,0.728,2707.1619526947766,73.46433004692963
13,0.775,2682.8437589362943,92.05361761314948
14,0.86,2771.2976265453703,114.79829829473773
15,0.91,2886.2267051841113,122.5650271572918
16,0.955,3011.8718070011205,124.56961356538771
17,1.014,3111.1321282609993,97.78625434012984
18,1.079,3023.9955054099355,60.823993459629094
19,1.128,2899.515419096202,54.170047194107816
20,1.21,2798.1139190212907,89.03424558668266
21,1.268,2821.9091511445513,106.14556462352934
22,1.356,2965.1758260454994,120.38316363591152
23,1.411,3072.5202201360694,105.02030554849006
24,1.446,3056.715658672971,79.31300043906182
25,1.491,2969.281451528192,56.97568077303219
26,1.551,2833.075820893694,65.48553089122201
27,1.605,2778.393415331406,88.34266020194066
28,1.647,2790.3326111544816,102.75984888420928
29,1.741,2923.6492749068943,119.3131306593539
30,1.806,3070.480117744036,124.55905665463813
31,1.871,3170.4843846171384,93.18907399143704
32,1.95,3036.8542878758863,53.35299443149164
33,2.08,2723.5730655635352,68.15800802218932
34,2.149,2686.976616102323,95.86489780364124
35,2.212,2755.570506273243,112.86526177642327
36,2.316,2987.0104619752037,125.77857671543694
37,2.359,3099.330873489009,112.98580637129795
38,2.408,3086.832349434693,77.41816595481501
39,2.452,3004.961762060482,57.33549953889048
40,2.488,2899.619736792783,54.92327275674579
41,2.531,2819.55271157864,78.07249566367545
42,2.589,2803.8893380556237,98.91442471776409
43,2.643,2862.879844526349,112.37348077055482
44,2.69,2945.9339418246104,119.21544755238939
45,2.749,3040.919727791973,96.66714563106476
46,2.8,2982.8525069859497,66.33149430424028
47,2.896,2808.6228067707116,80.9592987069823
48,2.978,2819.857694756152,105.96761596360287
49,3.021,2881.097606873493,114.75789034130511
50,3.079,3004.77373399835,122.10442192438994
51,3.139,3125.2490253439564,105.18676381433609
52,3.188,3087.270983402926,72.06604840676431
53,3.252,2934.1163307401093,45.4703590618359
54,3.299,2791.906854813968,49.12481226235652
55,3.333,2728.3359341043224,66.7419328731852
56,3.369,2692.995533132581,81.37573370010091
57,3.412,2689.740999183229,97.64474916719988
58,3.467,2752.5524806453473,112.44116781871641
59,3.528,2878.3113500153245,122.09523160446132
60,3.575,3002.6178329566565,126.0987104503589
61,3.657,3184.0549546242014,110.10755366568841
62,3.704,3181.367738756471,86.39480904424327
63,3.767,3069.438143104866,55.719891486873095
64,3.811,2942.196833541735,58.17668780834434
65,3.874,2852.861741058273,87.26089596914322
66,3.923,2859.4548757701245,102.59937543467572
67,3.963,2905.9855019913693,111.84147539150976
68,4.125,3163.3345278146057,123.96641080665827
69,4.176,3251.1674305291167,101.37708529655208
70,4.219,3209.3949728633947,73.151907389385
71,4.28,3070.385140419257,47.98669350560391
72,4.321,2941.9770275424507,51.31429579176717
73,4.366,2852.931396174501,74.90285869708461
74,4.417,2822.6960570386436,92.90029841834289
75,4.473,2857.828707448406,108.33696425663442
76,4.507,2905.5606758970966,114.51838092469458
77,4.544,2955.822510512558,118.36132880104648
78,4.577,3008.722843031483,112.46851927402355
79,4.656,2959.0896244038395,64.84045249816099
80,4.703,2855.0243631391013,66.74288606848222
81,4.742,2809.5276377358255,83.3122246142567
82,4.781,2802.6867918706585,97.23721711362246
83,4.837,2856.710404273223,111.46509187928635
84,4.898,2970.417778294058,120.4308305753062
85,4.948,3066.374250944558,102.77086293576353
86,5.005,3018.379540461276,68.78217185321826
87,5.051,2926.9214016088094,68.17666475786639
88,5.102,2872.7726247611463,89.10065512843391
89,5.139,2876.818839559511,101.07706005688311
90,5.188,2922.195863163971,111.23773090039836
91,5.222,2960.9297499237696,115.29636128007195
92,5.258,3018.3178707614097,110.15108344544903
93,5.313,2995.799292221561,73.4378959230426
94,5.367,2888.797915034386,69.46159194720987
95,5.415,2841.225250396084,89.83621462917988
96,5.481,2869.3925747798903,107.42628514941505
97,5.524,2933.785502618204,115.54590053140859
98,5.56,2999.4193884778674,108.44234072233813
99,5.634,2950.411908840668,66.4373660787033
100,5.691,2822.623687307982,64.80488023977229
101,5.745,2765.9889976789827,89.19270988702114
102,5.794,2785.9652845224737,104.7961995143909
103,5.841,2858.668519062111,115.44189980060982
104,5.891,2952.2600479978773,121.40317812356781
105,5.932,3019.8531660058757,112.39569377411063
106,6.0,2985.0828212985357,68.7867707976571
107,6.089,2808.65701217353,71.9987213419851
108,6.136,2773.8378155020673,91.28199405059843
109,6.203,2814.677774777542,109.03598706452439
110,6.279,2952.563784553907,120.97712385240345
111,6.334,3050.9981845910743,98.50653746410816
112,6.392,2982.95023986004,64.09427304234354
113,6.443,2869.2074192332825,68.32510731837914
114,6.495,2818.955367463444,90.787758938087
115,6.55,2847.696703194312,107.19733953566994
116,6.586,2902.4657541684733,114.6337595507917
117,6.627,2986.571614357737,120.26550599625298
118,6.694,3095.5492627684152,100.09218634403398
119,6.745,3039.617871457693,67.40439664160051
120,6.804,2924.554011340023,72.9241155762303
121,6.847,2887.8081002194294,87.74632089746837
122,6.881,2884.6980715307213,97.84914968825645
123,6.919,2909.3158076185596,107.05522921059112
124,7.01,3043.34686075619,119.58236639734254
125,7.069,3131.5573075229095,97.71712369279248
126,7.11,3085.3703095528563,70.48713603788251
127,7.155,2973.385969760141,49.830627376972515
128,7.214,2803.289842293001,53.195926642858716
129,7.273,2715.5022153101936,82.94024648620238
130,7.319,2715.071789616321,98.69445339073226
131,7.379,2788.8985193234475,113.95743503829294
132,7.489,3027.203351430325,125.82337496683645
133,7.545,3133.4632997678673,99.79418485297457
134,7.635,2993.37156958394,52.29871324599456
135,7.677,2871.8391138108336,54.33012524527112
136,7.796,2784.086466903866,101.75178687258672
137,7.896,2934.706438789399,120.13228609503764
138,7.948,3044.3386723839917,106.40653275228516
139,8.006,3009.6117182925286,71.41811245934453
140,8.041,2929.9641976927096,66.15112010341961
141,8.097,2868.024899316211,89.66408057419237
142,8.14,2878.1550731725674,103.20255518327023
143,8.2,2953.64993895674,115.02061752070189
144,8.303,3111.1472818775214,94.36881981976208
145,8.371,3005.3655740744525,57.33452349436759
146,8.419,2876.561662480767,59.29303853616896
147,8.464,2807.413392615694,81.29253104319021
148,8.505,2795.8820666647403,95.96926015183645
149,8.545,2824.747880837275,107.1441313259803
150,8.592,2897.960526596201,116.28178065917847
151,8.639,3002.429193075564,122.04118781547803
152,8.714,3110.665156130736,90.97141728984087
153,8.788,2981.25926628983,53.29213121528878
154,8.839,2846.612265368845,60.7278220692903
155,8.889,2778.4858480850207,85.07763475531478
156,8.952,2793.519549402207,104.72139866045485
157,9.024,2904.952319660612,118.38271068141437
158,9.091,3059.003601631998,124.4386913426316
159,9.219,3185.4252338336155,75.75597212014516
160,9.319,2928.5288541438877,36.87334856980423
161,9.375,2747.6718252147107,38.34130474498017
162,9.459,2611.5193011750507,84.27838347520797
163,9.507,2627.743200410471,102.60767750491581
164,9.572,2737.0415960791624,118.2517926349158
165,9.616,2841.7686142901944,124.24247321996609
166,9.667,2995.240125283246,128.22938978843723
167,9.704,3100.2187615123444,117.10782909113024
168,9.766,3084.454199977478,73.79490643269214
169,9.814,2971.667963995827,51.135386215337846
170,9.854,2864.6393589867716,53.12999368194993
171,9.897,2784.8028749917107,76.28361179093658
172,9.955,2765.9738482809375,97.75825012300005
173,9.993,2799.398389617503,108.25033378662393
174,10.037,2873.481672692746,116.90156979588036
175,10.09,2993.52747284609,123.0894246061543
176,10.129,3088.7822421641436,112.51778424871749
177,10.248,2942.4283865535353,49.58228724966888
178,10.3,2808.8285920743356,52.258719812949344
179,10.345,2731.6865549590534,75.51171711471672
180,10.379,2715.859808229355,83.87202396396752
181,10.417,2710.974389837959,93.39916090970203
182,10.471,2749.1158816976463,108.17664741103077
183,10.522,2839.891568129326,118.29470149101009
184,10.564,2945.624672246845,123.62545009290533
185,10.618,3056.4274372417076,104.06769515461319
186,10.677,3004.0515180029533,67.28335484003144
187,10.728,2883.569941902102,63.77533401183802
188,10.783,2820.4739320808753,86.9233760514453
189,10.838,2831.2519299352425,103.54667061214685
190,10.883,2883.6329005063953,112.87585242350794
191,10.923,2954.9176725969187,118.70355201293074
192,10.961,3037.475149197137,110.72569128304619
