,time,speed
0,0.013,0.004331150906498774
1,0.08,1.5280313506930694
2,0.113,16.945149151311963
3,0.162,104.99601600938546
4,0.21,340.0301224176838
5,0.263,777.1253479154346
6,0.313,1317.0806457380097
7,0.347,1739.093070599009
8,0.389,2284.615485509902
9,0.423,2689.176266620904
10,0.455,3003.5978441825487
11,0.48,3132.5870102896915
12,0.505,3171.446882032054
13,0.556,3128.6428360963973
14,0.593,3048.655775850049
15,0.631,2941.2392801392843
16,0.66,2885.794648985438
17,0.709,2852.081470045193
18,0.761,2884.0220583533487
19,0.788,2924.0312732726156
20,0.812,2953.7179291397374
21,0.848,3013.5243186525936
22,0.875,3015.6395839804472
23,0.916,2955.3960859563
24,0.971,2850.213896810524
25,1.012,2828.1106151226263
26,1.049,2847.334892738898
27,1.077,2883.4979858655825
28,1.102,2928.869856557367
29,1.131,2980.2260328499415
30,1.155,2976.98883272093
31,1.217,2911.9988110160184
32,1.245,2906.8269506970796
33,1.274,2916.206914157397
34,1.313,2958.03910625423
35,1.355,2993.324133866887
36,1.387,2961.103450957658
37,1.426,2887.609956579834
38,1.462,2847.376040444643
39,1.49,2840.974312566166
40,1.527,2864.606720215425
41,1.56,2911.2579316414453
42,1.607,3002.5384128291003
43,1.64,3062.459367900201
44,1.68,3039.98084092843
45,1.744,2897.444185360272
46,1.787,2774.742710770238
47,1.819,2716.0007683716967
48,1.858,2689.9651133967795
49,1.911,2724.655127075982
50,1.969,2827.1489668716185
51,1.997,2895.0604915961603
52,2.026,2963.5842765351003
53,2.057,2967.95740698141
54,2.085,2931.987733169323
55,2.117,2913.303817248465
56,2.149,2922.182469517238
57,2.193,2966.1132731332705
58,2.218,2999.297710909242
59,2.248,2991.4815045970563
60,2.277,2954.047311777612
61,2.304,2934.33773591387
62,2.351,2941.5113094712838
63,2.396,2983.7738574343493
64,2.429,3020.1495748628176
65,2.462,2996.3578808635184
66,2.493,2940.379638873677
67,2.534,2898.348063416763
68,2.561,2894.480339675169
69,2.591,2913.756042850969
70,2.619,2948.306789969827
71,2.665,2995.3598157351985
72,2.719,2929.7652527747464
73,2.755,2856.7221942314704
74,2.806,2809.1772129747824
75,2.832,2813.69960117643
76,2.864,2842.142240834228
77,2.895,2891.3529245728528
78,2.941,2984.824428636342
79,2.988,3069.883301539051
80,3.016,3056.758046041747
81,3.051,2995.386975103265
82,3.09,2909.512091469419
83,3.116,2868.5287062240595
84,3.147,2851.9462365708146
85,3.202,2880.2515230046106
86,3.235,2925.754241381715
87,3.271,2996.6059889841563
88,3.308,3066.2214336312327
89,3.355,3045.7821458832886
90,3.393,2966.0826850071385
91,3.428,2870.5004760740344
92,3.498,2780.4069336904954
93,3.528,2785.8061622841246
94,3.558,2812.682491385622
95,3.583,2854.8470953149013
96,3.612,2912.521503620825
97,3.638,2958.642691984394
98,3.676,2959.7466938874086
99,3.703,2925.4439972236833
100,3.785,2922.2504466575147
101,3.814,2955.7274408903972
102,3.877,3013.1850670793074
103,3.924,2946.873844207064
104,3.953,2878.5704801384577
105,3.995,2823.0764695288303
106,4.026,2816.3867465515746
107,4.053,2833.4798031978685
108,4.094,2888.7275660583264
109,4.143,2986.388245485223
110,4.191,3072.8028361173633
111,4.225,3055.2918824063936
112,4.251,3006.3174430667414
113,4.276,2943.195652871037
114,4.304,2896.50195945973
115,4.334,2875.569148100475
116,4.365,2881.12496987947
117,4.4,2912.6258691939365
118,4.442,2974.9828977795437
119,4.471,3029.414356855726
120,4.497,3031.166242815196
121,4.53,2984.6095474496738
122,4.558,2924.9387513696656
123,4.6,2872.4335136231184
124,4.631,2865.5413174902515
125,4.658,2878.722930272186
126,4.682,2907.2838270397065
127,4.707,2947.0454677270322
128,4.732,2990.5509420271114
129,4.759,2989.205327020697
130,4.788,2950.9964163354184
131,4.823,2925.9368311232233
132,4.855,2933.1739213542114
133,4.884,2959.1206213650075
134,4.925,3004.9697461949245
135,4.963,3015.1159785343098
136,4.99,2977.3921911814064
137,5.018,2920.1287780556795
138,5.042,2884.831958060239
139,5.074,2869.1490508984743
140,5.106,2882.3136981069606
141,5.135,2908.9712982800793
142,5.174,2971.2169211720748
143,5.205,3021.047140279126
144,5.236,3010.574432349537
145,5.273,2956.9376914190407
146,5.34,2946.0032489857385
147,5.376,2983.2550565240062
148,5.427,3048.716374544768
149,5.453,3035.763300493895
150,5.501,2950.538022310753
151,5.553,2831.558134589208
152,5.584,2794.3204036852217
153,5.614,2790.125904658964
154,5.651,2819.5436933201377
155,5.679,2864.101251591335
156,5.708,2923.184195957126
157,5.737,2979.567468634114
158,5.763,2984.3058061469587
159,5.788,2959.075975960913
160,5.819,2946.2052819005467
161,5.869,2972.242142531226
162,5.896,3007.4365408956837
163,5.925,3049.537884262728
164,5.954,3040.0274073602286
165,5.981,2990.8929718517606
166,6.01,2923.165838690917
167,6.04,2876.307666854678
168,6.066,2860.789483812343
169,6.091,2865.8016313848534
170,6.119,2891.380121912858
171,6.145,2927.9474713384716
172,6.203,3039.5723655798333
173,6.252,3133.847721635421
174,6.298,3106.7473800246676
175,6.334,3024.219412341184
176,6.369,2930.2273006873756
177,6.396,2878.292893647382
178,6.426,2851.8706292064776
179,6.468,2859.4610590849015
180,6.505,2900.677475958481
181,6.532,2946.594562995968
182,6.555,2989.425922733387
183,6.592,2983.986535515662
184,6.637,2912.5392220040544
185,6.673,2880.29419858741
186,6.722,2893.972805407976
187,6.752,2926.612279565762
188,6.781,2976.658364064672
189,6.82,3028.8373653762847
190,6.858,3000.2571164772417
191,6.908,2922.7966000110896
192,6.942,2902.100036351911
193,6.975,2912.224861563788
194,7.01,2951.3271895533203
195,7.095,3038.707710908311
196,7.129,3011.7684153109517
197,7.159,2957.1097522814484
198,7.191,2924.139480559088
199,7.229,2923.9992418631427
