base_delay,base_loss,control_interval,result
7,0,20,95.95
7,0,20,96.73
7,0,20,96.33
7,0,20,96.08
7,0,20,96.27
7,0,20,96.64
7,0,20,96.35
7,0,20,96.22
8,0,1,97.68
8,0,1,96.98
8,0,1,95.94
8,0,1,97.58
8,0,1,96.71
8,0,1,96.86
8,0,1,96.82
8,0,1,96.74
8,0,1,97.1
8,0,1,97.14
8,0,2,96.54
8,0,2,97.46
8,0,2,97.7
8,0,2,96.76
8,0,2,96.91
8,0,2,97.08
8,0,2,96.45
8,0,2,96.87
8,0,2,97.43
8,0,2,97.68
8,0,3,97.49
8,0,3,97.62
10,0,1,95.18
