base_delay,control_interval,result
35,32,88.09
35,33,88.91
35,34,88.92
35,35,88.25
35,36,88.45
35,37,88.81
35,38,88.63
35,39,88.3
35,40,87.97
35,41,88.51
35,42,88.8
35,43,87.66
35,44,88.21
35,45,89.03999999999999
35,46,88.62
35,47,88.71000000000001
35,48,88.31
35,49,87.2
35,50,88.24
35,51,87.43
35,52,87.2
35,53,87.29
35,54,87.39
35,55,86.53
35,56,86.9
35,57,86.57
35,58,86.45
35,59,86.67999999999999
35,60,86.27
35,61,85.93
35,62,86.03999999999999
35,63,86.03
35,64,85.5
35,65,85.8
35,66,86.37
35,67,85.5
35,68,85.48
35,69,85.7
35,70,86.2
35,71,85.21
35,72,85.06
35,73,84.86
35,74,85.09
35,75,84.61
35,76,85.51
35,77,84.93
35,78,84.74
35,79,83.78
35,80,84.46
35,81,83.89
35,82,83.98
35,83,84.69
35,84,83.8
35,85,83.88
35,86,83.84
35,87,83.33
35,88,83.78
35,89,84.97
35,90,84.43
35,91,84.0
35,92,83.74000000000001
35,93,84.04
35,94,83.89
35,95,83.03
35,96,84.29
35,97,83.95
35,98,83.47
35,99,83.95
35,100,83.58
36,1,88.56
36,2,88.22
36,3,87.92
36,4,87.42
36,5,87.68
36,6,87.34
36,7,87.53
36,8,87.65
36,9,87.75
36,10,87.71000000000001
36,11,88.34
36,12,87.8
36,13,87.01
36,14,87.15
36,15,87.53
36,16,88.2
36,17,88.24
36,18,86.64
36,19,87.87
36,20,88.48
36,21,87.9
36,22,87.57
36,23,88.58
36,24,88.13
36,25,88.22
36,26,88.08
36,27,88.56
36,28,88.87
36,29,89.24
36,30,88.71000000000001
36,31,88.96000000000001
36,32,89.02
36,33,88.66
36,34,88.25
36,35,89.1
36,36,89.2
36,37,87.57
36,38,88.51
36,39,88.38
36,40,88.87
36,41,88.41
36,42,88.78999999999999
36,43,87.99
36,44,88.32
36,45,87.58
36,46,87.02
36,47,87.34
36,48,87.56
36,49,87.11
36,50,87.56
36,51,86.82
36,52,87.02
36,53,86.94
36,54,87.28
36,55,86.65
36,56,86.51
36,57,87.57
36,58,86.69
36,59,86.26
36,60,86.1
36,61,86.94
36,62,86.26
36,63,87.33
36,64,85.53999999999999
36,65,86.23
36,66,84.86
36,67,85.09
36,68,85.09
36,69,85.42
36,70,84.97
36,71,85.3
36,72,85.8
36,73,84.9
36,74,84.58
36,75,84.08
36,76,85.06
36,77,84.58
36,78,84.44
36,79,84.3
36,80,84.83
36,81,84.12
36,82,84.34
36,83,84.58
36,84,84.51
36,85,84.44
36,86,83.92
36,87,84.48
36,88,83.78
36,89,83.4
36,90,83.27
36,91,83.82
36,92,83.38
36,93,83.3
36,94,83.78999999999999
36,95,83.61
36,96,82.83
36,97,84.1
36,98,83.64
36,99,82.96000000000001
36,100,83.59
37,1,87.74
37,2,87.47
37,3,88.1
37,4,87.88
37,5,88.09
37,6,87.3
37,7,87.32
37,8,87.41
37,9,87.17
37,10,87.32
37,11,87.01
37,12,86.41
37,13,88.48
37,14,87.47
37,15,87.5
37,16,88.02
37,17,88.47
37,18,87.02
37,19,87.82
37,20,88.56
37,21,88.83
37,22,87.96000000000001
37,23,88.48
37,24,87.45
37,25,88.57
37,26,88.66
37,27,88.23
37,28,89.22
37,29,88.06
37,30,89.03999999999999
37,31,88.89
37,32,88.47
37,33,87.59
37,34,86.99
37,35,88.28
37,36,88.88
37,37,88.13
37,38,88.85
37,39,89.05
37,40,89.32
37,41,88.25
37,42,87.36
37,43,88.34
37,44,88.29
37,45,87.78
37,46,87.29
37,47,87.17
37,48,87.31
37,49,86.91
37,50,87.16
37,51,86.64
37,52,87.57
37,53,87.16
37,54,87.17
37,55,86.76
37,56,87.36
37,57,86.53
37,58,86.7
37,59,86.19
37,60,86.6
37,61,86.49
37,62,86.03
37,63,85.73
37,64,85.93
37,65,85.3
37,66,85.45
37,67,84.76
37,68,85.35
37,69,85.24
37,70,84.85
37,71,85.26
37,72,85.08
37,73,84.34
37,74,84.8
37,75,84.35
37,76,84.33
37,77,84.45
37,78,84.43
37,79,83.73
37,80,84.27
37,81,84.72
37,82,84.88
37,83,84.41
37,84,83.56
37,85,83.82
37,86,83.76
37,87,84.12
37,88,84.36
37,89,84.08
37,90,83.75
37,91,83.65
37,92,83.7
37,93,83.77
37,94,83.1
37,95,83.99000000000001
37,96,83.75
37,97,83.28999999999999
37,98,83.45
37,99,83.26
37,100,83.28
38,1,87.47
38,2,87.57
38,3,87.42
38,4,86.91
38,5,87.21
38,6,87.23
38,7,86.96000000000001
38,8,86.99
38,9,87.39
38,10,86.53
38,11,86.96000000000001
38,12,87.59
38,13,87.27
38,14,86.96000000000001
38,15,87.46
38,16,87.18
38,17,86.72
38,18,87.32
38,19,87.75
38,20,88.02
38,21,87.84
38,22,88.05
38,23,87.51
38,24,88.89
38,25,88.91
38,26,89.5
38,27,88.76
38,28,88.51
38,29,88.34
38,30,89.03999999999999
38,31,88.8
38,32,88.62
38,33,88.43
38,34,89.28
38,35,88.98
38,36,87.96000000000001
38,37,88.3
38,38,87.95
38,39,87.73
38,40,87.71000000000001
38,41,87.75
38,42,87.76
38,43,87.46
38,44,87.12
38,45,87.63
38,46,87.96000000000001
38,47,87.45
38,48,87.07
38,49,86.82
38,50,87.28
38,51,86.79
38,52,86.17
38,53,87.02
38,54,86.66
38,55,86.58
38,56,87.09
38,57,85.76
38,58,86.44
38,59,85.97
38,60,86.07
38,61,85.16
38,62,86.39
38,63,84.92
38,64,85.21
38,65,84.91
38,66,85.12
38,67,84.77
38,68,85.46
38,69,85.17
38,70,85.99
38,71,85.14
38,72,84.59
38,73,84.52
38,74,84.78999999999999
38,75,84.49000000000001
38,76,84.35
38,77,84.98
38,78,83.78999999999999
38,79,84.46
38,80,83.68
38,81,83.93
38,82,83.89
38,83,83.28999999999999
38,84,84.4
38,85,84.35
38,86,83.81
38,87,83.9
38,88,83.31
38,89,83.96000000000001
38,90,83.84
38,91,83.43
38,92,83.91
38,93,84.06
38,94,83.98
38,95,83.55
38,96,83.46000000000001
38,97,83.6
38,98,83.94
38,99,83.32
38,100,83.49000000000001
39,1,87.09
39,2,87.42
39,3,87.02
39,4,86.96000000000001
39,5,87.41
39,6,87.19
39,7,87.13
39,8,87.25999999999999
39,9,87.97
39,10,86.39
39,11,87.31
39,12,87.72
39,13,86.65
39,14,86.69
39,15,87.55
39,16,88.07
39,17,88.46
39,18,86.25
39,19,87.69
39,20,87.31
39,21,88.16
39,22,88.37
39,23,87.6
39,24,87.6
39,25,87.06
39,26,89.12
39,27,88.63
39,28,87.94
39,29,88.96000000000001
39,30,88.73
39,31,88.14
39,32,88.32
39,33,87.87
39,34,88.36
39,35,88.5
39,36,88.67
39,37,88.25
39,38,88.23
39,39,88.03
39,40,87.6
39,41,88.43
39,42,88.0
39,43,87.36
39,44,87.68
39,45,87.12
39,46,88.26
39,47,87.07
39,48,86.5
39,49,86.93
39,50,87.04
39,51,86.41
39,52,86.16
39,53,85.84
39,54,86.53
39,55,85.94
39,56,86.72
39,57,85.85
39,58,86.19
39,59,85.58
39,60,85.58
39,61,85.74
39,62,86.12
39,63,85.45
39,64,85.26
39,65,85.82
39,66,84.9
39,67,84.59
39,68,84.42
39,69,84.36
39,70,85.12
39,71,84.76
39,72,85.13
39,73,84.19
39,74,83.9
39,75,83.78999999999999
39,76,84.99
39,77,83.84
39,78,84.53
39,79,83.91
39,80,84.16
39,81,83.72
39,82,83.53
39,83,84.12
39,84,83.73
39,85,83.88
39,86,83.46000000000001
39,87,83.42
39,88,84.0
39,89,84.0
39,90,82.98
39,91,82.95
39,92,82.92
39,93,83.6
39,94,82.89
39,95,83.26
39,96,83.46000000000001
39,97,83.33
39,98,83.26
39,99,82.81
39,100,83.46000000000001
40,1,86.92
40,2,86.8
40,3,87.23
40,4,87.25
40,5,86.74
40,6,86.89
40,7,86.32
40,8,86.28
40,9,86.66
40,10,86.37
40,11,86.03999999999999
40,12,86.4
40,13,86.92
40,14,86.58
40,15,87.72
40,16,87.38
40,17,87.6
40,18,86.28999999999999
40,19,87.61
40,20,87.18
40,21,87.8
40,22,88.44
40,23,88.0
40,24,88.61
40,25,88.67
40,26,88.78999999999999
40,27,88.42
40,28,89.1
40,29,88.2
40,30,88.47
40,31,88.56
40,32,89.31
40,33,88.52
40,34,88.62
40,35,87.75
40,36,87.95
40,37,88.51
40,38,87.51
40,39,87.7
40,40,87.86
40,41,87.39
40,42,87.3
40,43,87.51
40,44,86.72
40,45,87.59
40,46,86.4
40,47,87.0
40,48,87.11
40,49,87.46
40,50,85.92
40,51,86.51
40,52,87.05
40,53,86.03
40,54,85.44
40,55,86.4
40,56,85.67
40,57,85.08
40,58,85.03
40,59,85.4
40,60,85.72
40,61,85.15
40,62,86.49
40,63,85.85
40,64,84.82
40,65,84.49000000000001
40,66,84.52
40,67,85.03
40,68,84.92
40,69,84.78999999999999
40,70,84.06
40,71,84.58
40,72,83.36
40,73,84.66
40,74,83.87
40,75,83.95
40,76,84.02
40,77,84.4
40,78,84.54
40,79,83.51
40,80,83.6
40,81,83.67
40,82,83.92
40,83,83.61
40,84,83.1
40,85,83.35
40,86,83.14
40,87,83.53999999999999
40,88,83.97
40,89,83.51
40,90,82.33
40,91,82.69
40,92,82.31
40,93,82.74
40,94,83.24
40,95,83.2
40,96,83.18
40,97,83.0
40,98,83.91
40,99,83.07
40,100,82.96000000000001
41,1,86.96000000000001
41,2,86.89
41,3,86.19
41,4,86.24
41,5,86.52
41,6,86.65
41,7,85.85
41,8,86.92
41,9,86.31
41,10,86.75
41,11,86.91
41,12,87.5
41,13,86.15
41,14,86.43
41,15,86.88
41,16,87.37
41,17,85.87
41,18,87.42
41,19,87.63
41,20,87.66
41,21,88.0
41,22,87.7
41,23,87.77
41,24,89.15
41,25,88.32
41,26,88.39
41,27,88.95
41,28,88.75
41,29,88.47
41,30,88.13
41,31,88.52
41,32,88.35
41,33,88.21
41,34,88.65
41,35,88.36
41,36,88.16
41,37,87.99
41,38,85.93
41,39,87.9
41,40,87.28
41,41,88.18
41,42,88.27
41,43,87.16
41,44,86.95
41,45,86.39
41,46,86.85
41,47,87.01
41,48,86.58
41,49,86.97
41,50,86.98
41,51,85.85
41,52,85.82
41,53,85.96000000000001
41,54,85.38
41,55,85.95
41,56,85.72
41,57,85.75
41,58,85.73
41,59,85.78
41,60,85.66
41,61,85.41
41,62,84.8
41,63,85.17
41,64,85.9
41,65,84.86
41,66,84.15
41,67,84.54
41,68,83.47999999999999
41,69,84.28
41,70,84.25
41,71,84.63
41,72,84.13
41,73,84.03
41,74,84.86
41,75,84.27
41,76,83.8
41,77,83.12
41,78,83.93
41,79,83.68
41,80,83.74000000000001
41,81,83.3
41,82,83.14
41,83,82.75
41,84,83.9
41,85,83.66
41,86,83.95
41,87,83.05
41,88,83.19
41,89,83.88
41,90,82.77
41,91,82.57
41,92,83.5
41,93,82.81
41,94,82.78
41,95,83.59
41,96,82.6
41,97,83.47
41,98,82.82
41,99,84.05
41,100,82.39
42,1,86.71000000000001
42,2,87.88
42,3,86.91
42,4,86.47
42,5,86.55
42,6,86.48
42,7,85.33
42,8,85.72
42,9,85.58
42,10,85.7
42,11,85.53
42,12,86.01
42,13,85.69
42,14,86.39
42,15,86.21000000000001
42,16,86.24
42,17,86.06
42,18,87.48
42,19,86.99
42,20,87.81
42,21,87.55
42,22,88.59
42,23,87.38
42,24,87.32
42,25,87.07
42,26,87.97
42,27,88.7
42,28,87.77
42,29,88.42
42,30,88.34
42,31,88.52
42,32,87.47
42,33,88.46
42,34,87.66
42,35,87.07
42,36,87.98
42,37,87.69
42,38,86.95
42,39,86.86
42,40,87.49000000000001
42,41,86.47
42,42,87.71000000000001
42,43,87.41
42,44,87.61
42,45,87.07
42,46,86.93
42,47,86.58
42,48,86.5
42,49,85.55
42,50,86.36
42,51,86.45
42,52,86.12
42,53,86.17
42,54,85.22
42,55,85.67
42,56,85.35
42,57,85.82
42,58,85.15
42,59,84.85
42,60,85.87
42,61,85.18
42,62,85.02
42,63,84.09
42,64,84.78999999999999
42,65,84.39
42,66,84.67
42,67,85.16
42,68,84.19
42,69,83.77
42,70,84.16
42,71,84.2
42,72,84.36
42,73,83.33
42,74,83.27
42,75,84.24
42,76,83.88
42,77,83.45
42,78,84.16
42,79,83.55
42,80,82.96000000000001
42,81,83.78999999999999
42,82,82.94
42,83,83.28
42,84,83.39
42,85,83.1
42,86,83.4
42,87,82.58
42,88,83.35
42,89,83.32
42,90,83.02
42,91,82.46000000000001
42,92,82.89
42,93,82.59
42,94,83.11
42,95,82.98
42,96,82.97
42,97,83.47
42,98,83.03999999999999
42,99,83.21000000000001
42,100,83.05
43,1,86.27
43,2,86.1
43,3,86.48
43,4,86.64
43,5,86.39
43,6,86.03999999999999
43,7,86.17
43,8,86.03
43,9,85.42
43,10,85.03999999999999
43,11,85.8
43,12,86.0
43,13,85.89
43,14,86.22
43,15,87.07
43,16,87.59
43,17,86.08
43,18,87.61
43,19,88.26
43,20,87.37
43,21,86.5
43,22,87.94
43,23,88.08
43,24,87.74
43,25,88.8
43,26,88.02
43,27,88.15
43,28,88.48
43,29,87.71000000000001
43,30,88.19
43,31,87.73
43,32,88.12
43,33,87.93
43,34,87.78
43,35,87.69
43,36,87.32
43,37,87.65
43,38,86.88
43,39,88.41
43,40,87.58
43,41,87.51
43,42,86.76
43,43,87.19
43,44,86.54
43,45,87.1
43,46,85.77
43,47,86.38
43,48,86.62
43,49,85.84
43,50,85.42
43,51,86.26
43,52,85.62
43,53,86.52
43,54,85.1
43,55,85.47
43,56,84.95
43,57,85.96000000000001
43,58,85.51
43,59,85.52
43,60,84.71
43,61,84.12
43,62,84.87
43,63,84.55
43,64,84.29
43,65,84.08
43,66,84.59
43,67,84.23
43,68,84.06
43,69,83.38
43,70,84.47
43,71,84.82
43,72,83.94
43,73,83.4
43,74,83.43
43,75,84.13
43,76,83.19
43,77,83.78999999999999
43,78,83.94
43,79,83.3
43,80,83.11
43,81,83.9
43,82,83.84
43,83,82.99
43,84,83.42
43,85,83.11
43,86,82.57
43,87,82.53
43,88,83.21000000000001
43,89,82.39
43,90,83.01
43,91,83.47999999999999
43,92,82.39
43,93,83.55
43,94,82.5
43,95,82.68
43,96,83.01
43,97,82.8
43,98,82.7
43,99,82.28
43,100,83.35
44,1,86.13
44,2,86.72
44,3,85.65
44,4,86.1
44,5,85.92
44,6,86.22
44,7,85.73
44,8,86.77
44,9,86.02
44,10,86.34
44,11,84.75
44,12,85.18
44,13,85.78999999999999
44,14,85.94
44,15,87.32
44,16,85.78999999999999
44,17,85.43
44,18,86.91
44,19,87.52
44,20,87.25
44,21,87.34
44,22,87.11
44,23,87.28
44,24,87.96000000000001
44,25,88.09
44,26,87.76
44,27,88.52
44,28,87.98
44,29,87.9
44,30,88.01
44,31,88.83
44,32,88.09
44,33,87.42
44,34,87.82
44,35,88.02
44,36,87.75
44,37,88.13
44,38,86.93
44,39,87.08
44,40,86.92
44,41,85.85
44,42,86.77
44,43,87.61
44,44,86.36
44,45,86.41
44,46,86.56
44,47,86.8
44,48,86.43
44,49,85.92
44,50,85.17
44,51,85.83
44,52,86.28
44,53,85.13
44,54,84.88
44,55,85.01
44,56,85.51
44,57,85.83
44,58,84.49000000000001
44,59,85.0
44,60,84.93
44,61,84.23
44,62,84.0
44,63,84.51
44,64,84.57
44,65,84.18
44,66,84.86
44,67,84.53
44,68,84.05
44,69,83.73
44,70,83.98
44,71,83.51
44,72,83.51
44,73,83.28999999999999
44,74,83.6
44,75,83.42
44,76,83.87
44,77,83.39
44,78,83.19
44,79,82.78
44,80,84.05
44,81,83.08
44,82,82.93
44,83,82.96000000000001
44,84,83.21000000000001
44,85,82.51
44,86,83.86
44,87,82.72
44,88,82.71000000000001
44,89,82.74
44,90,83.19
44,91,82.28
44,92,82.81
44,93,83.4
44,94,82.53999999999999
44,95,82.53
44,96,82.59
44,97,82.44
44,98,82.7
44,99,82.88
44,100,82.89
45,1,86.35
45,2,86.17
45,3,85.93
45,4,86.53
45,5,85.45
45,6,85.57
45,7,85.93
45,8,85.73
45,9,85.85
45,10,85.28999999999999
45,11,86.51
45,12,84.97
45,13,85.81
45,14,86.14
45,15,86.47
45,16,87.62
45,17,86.87
45,18,87.71000000000001
45,19,87.78999999999999
45,20,88.09
45,21,87.32
45,22,88.81
45,23,87.2
45,24,88.87
45,25,87.59
45,26,87.95
45,27,87.55
45,28,88.28
45,29,87.94
45,30,87.21
45,31,87.18
45,32,87.78
45,33,87.93
45,34,87.47
45,35,87.61
45,36,87.35
45,37,87.2
45,38,86.84
45,39,86.91
45,40,87.7
45,41,86.37
45,42,87.66
45,43,86.57
45,44,85.78
45,45,85.99
45,46,86.08
45,47,86.81
45,48,85.98
45,49,85.21
45,50,84.78
45,51,85.1
45,52,85.11
45,53,85.88
45,54,85.52
45,55,84.89
45,56,84.5
45,57,84.98
45,58,85.45
45,59,85.03999999999999
45,60,84.72
45,61,84.14
45,62,84.45
45,63,84.09
45,64,84.14
45,65,84.13
45,66,83.66
45,67,83.75
45,68,84.15
45,69,83.32
45,70,84.4
45,71,84.18
45,72,83.15
45,73,82.56
45,74,83.76
45,75,83.6
45,76,83.2
45,77,83.77
45,78,83.03999999999999
45,79,82.53
45,80,82.65
45,81,82.95
45,82,82.51
45,83,83.1
45,84,82.7
45,85,83.12
45,86,82.98
45,87,82.6
45,88,82.67
45,89,83.28
45,90,82.06
45,91,82.74
45,92,83.31
45,93,81.98
45,94,82.39
45,95,82.68
45,96,82.65
45,97,81.95
45,98,82.9
45,99,82.4
45,100,82.89
46,1,86.36
46,2,85.1
46,3,85.95
46,4,84.64
46,5,85.43
46,6,84.91
46,7,85.92
46,8,85.33
46,9,86.15
46,10,85.5
46,11,85.8
46,12,85.12
46,13,86.65
46,14,85.93
46,15,86.53
46,16,87.53
46,17,87.88
46,18,87.68
46,19,87.58
46,20,88.03
46,21,87.74
46,22,86.37
46,23,88.02
46,24,87.78999999999999
46,25,88.3
46,26,88.47
46,27,87.25999999999999
46,28,86.61
46,29,87.43
46,30,87.74
46,31,86.67999999999999
46,32,87.75
46,33,87.39
46,34,86.64
46,35,87.06
46,36,87.27
46,37,86.74
46,38,86.74
46,39,86.49
46,40,86.76
46,41,86.28999999999999
46,42,86.14
46,43,86.18
46,44,85.53
46,45,85.86
46,46,85.64
46,47,85.95
46,48,85.44
46,49,84.96
46,50,86.41
46,51,84.95
46,52,84.81
46,53,84.83
46,54,85.67
46,55,85.58
46,56,85.58
46,57,84.67
46,58,84.71
46,59,84.27
46,60,84.16
46,61,84.08
46,62,84.67
46,63,84.23
46,64,84.09
46,65,84.31
46,66,84.17
46,67,83.94
46,68,83.99000000000001
46,69,83.51
46,70,83.77
46,71,83.05
46,72,83.32
46,73,83.37
46,74,82.71000000000001
46,75,83.65
46,76,83.0
46,77,83.17
46,78,82.75
46,79,82.83
46,80,83.59
46,81,83.28
46,82,82.92
46,83,82.67
46,84,83.22
46,85,82.57
46,86,83.21000000000001
46,87,82.45
46,88,83.13
46,89,82.83
46,90,83.07
46,91,82.37
46,92,82.77
46,93,81.94
46,94,82.78
46,95,82.11
46,96,82.85
46,97,82.09
46,98,82.62
46,99,81.75999999999999
46,100,83.03999999999999
47,1,84.96
47,2,86.09
47,3,85.68
47,4,85.21
47,5,84.97
47,6,84.6
47,7,85.13
47,8,84.83
47,9,85.53
47,10,86.17
47,11,84.58
47,12,86.27
47,13,84.43
47,14,83.87
47,15,87.81
47,16,85.77
47,17,87.74
47,18,86.72
47,19,88.37
47,20,88.05
47,21,88.63
47,22,88.6
47,23,88.17
47,24,87.73
47,25,87.6
47,26,87.78999999999999
47,27,87.74
47,28,87.36
47,29,88.53
47,30,87.61
47,31,87.62
47,32,87.25999999999999
47,33,87.19
47,34,86.76
47,35,87.33
47,36,87.37
47,37,86.42
47,38,86.77
47,39,86.01
47,40,87.39
47,41,86.81
47,42,85.43
47,43,85.52
47,44,85.78999999999999
47,45,85.91
47,46,86.2
47,47,85.78
47,48,85.2
47,49,84.89
47,50,84.73
47,51,84.54
47,52,84.35
47,53,84.84
47,54,84.37
47,55,84.47
47,56,84.94
47,57,84.83
47,58,84.67
47,59,84.01
47,60,84.06
47,61,84.0
47,62,84.8
47,63,83.61
47,64,83.46000000000001
47,65,83.94
47,66,84.12
47,67,83.87
47,68,83.41
47,69,83.71000000000001
47,70,82.74
47,71,83.59
47,72,83.45
47,73,83.77
47,74,83.03999999999999
47,75,82.77
47,76,82.43
47,77,82.88
47,78,81.61
47,79,82.46000000000001
47,80,82.45
47,81,82.69
47,82,82.39
47,83,82.81
47,84,82.46000000000001
47,85,82.52
47,86,82.57
47,87,82.57
47,88,82.5
47,89,82.47
47,90,81.98
47,91,82.86
47,92,83.25
47,93,82.88
47,94,82.07
47,95,82.86
47,96,82.13
47,97,82.52
47,98,83.99000000000001
47,99,82.78999999999999
47,100,81.98
48,1,85.06
48,2,84.99
48,3,84.9
48,4,85.23
48,5,84.31
48,6,85.01
48,7,85.72
48,8,85.03999999999999
48,9,84.64
48,10,85.28
48,11,85.69
48,12,86.13
48,13,85.75
48,14,87.06
48,15,85.48
48,16,87.27
48,17,87.25999999999999
48,18,87.6
48,19,86.56
48,20,87.65
48,21,87.22
48,22,87.29
48,23,87.47
48,24,87.86
48,25,87.23
48,26,86.96000000000001
48,27,87.28
48,28,87.53
48,29,87.93
48,30,87.44
48,31,87.38
48,32,87.14
48,33,86.93
48,34,87.51
48,35,86.19
48,36,85.86
48,37,85.84
48,38,85.88
48,39,86.34
48,40,85.87
48,41,86.21000000000001
48,42,86.09
48,43,85.2
48,44,85.36
48,45,85.93
48,46,85.94
48,47,85.32
48,48,84.47
48,49,85.35
48,50,85.32
48,51,84.97
48,52,85.12
48,53,83.78999999999999
48,54,85.01
48,55,83.85
48,56,84.3
48,57,84.07
48,58,84.39
48,59,84.01
48,60,83.47999999999999
48,61,84.1
48,62,83.53
48,63,83.84
48,64,83.73
48,65,83.55
48,66,82.71000000000001
48,67,83.57
48,68,83.67
48,69,82.81
48,70,83.35
48,71,82.62
48,72,83.05
48,73,83.99000000000001
48,74,83.01
48,75,83.4
48,76,82.72
48,77,83.15
48,78,83.01
48,79,82.86
48,80,82.48
48,81,82.45
48,82,82.73
48,83,82.86
48,84,82.89
48,85,82.6
48,86,82.25999999999999
48,87,82.36
48,88,82.52
48,89,82.13
48,90,82.13
48,91,82.53999999999999
48,92,81.69
48,93,82.65
48,94,82.25
48,95,82.5
48,96,82.06
48,97,82.34
48,98,82.3
48,99,83.03
48,100,82.58
49,1,85.25
49,2,85.56
49,3,84.46
49,4,84.76
49,5,85.08
49,6,84.36
49,7,84.74
49,8,84.22
49,9,84.32
49,10,85.83
49,11,86.32
49,12,86.51
49,13,84.86
49,14,86.15
49,15,88.08
49,16,87.01
49,17,87.15
49,18,87.64
49,19,87.73
49,20,86.61
49,21,87.56
49,22,87.64
49,23,87.59
49,24,87.6
49,25,87.77
49,26,87.49000000000001
49,27,87.77
49,28,88.27
49,29,88.44
49,30,86.75
49,31,85.84
49,32,87.45
49,33,86.82
49,34,86.66
49,35,86.08
49,36,86.48
49,37,86.14
49,38,86.01
49,39,85.72
49,40,86.51
49,41,85.07
49,42,85.49
49,43,86.85
49,44,85.36
49,45,85.51
49,46,86.16
49,47,84.31
49,48,84.56
49,49,84.25999999999999
49,50,85.81
49,51,84.95
49,52,84.39
49,53,84.72
49,54,84.03
49,55,85.02
49,56,84.21
49,57,83.87
49,58,83.64
49,59,83.42
49,60,83.38
49,61,84.12
49,62,83.27
49,63,83.06
49,64,83.77
49,65,83.03
49,66,82.43
49,67,83.35
49,68,82.77
49,69,82.65
49,70,83.01
49,71,83.16
49,72,83.18
49,73,82.72
49,74,82.6
49,75,82.72
49,76,82.83
49,77,82.83
49,78,82.78
49,79,82.88
49,80,81.99
49,81,82.03999999999999
49,82,82.09
49,83,82.27
49,84,82.31
49,85,81.69
49,86,82.39
49,87,82.65
49,88,81.98
49,89,83.09
49,90,82.14
49,91,81.89
49,92,83.16
49,93,82.67
49,94,82.98
49,95,81.28
49,96,81.86
49,97,81.66
49,98,83.05
49,99,82.51
49,100,83.2
50,1,84.78
50,2,84.16
50,3,84.56
50,4,84.05
50,5,85.38
50,6,85.21
50,7,83.83
50,8,84.27
50,9,85.06
50,10,84.23
50,11,85.73
50,12,86.7
50,13,87.55
50,14,85.67
50,15,86.65
50,16,87.29
50,17,86.72
50,18,88.11
50,19,86.96000000000001
50,20,88.2
50,21,87.27
50,22,87.88
50,23,86.73
50,24,87.43
50,25,87.22
50,26,87.83
50,27,87.39
50,28,86.96000000000001
50,29,86.46000000000001
50,30,87.4
50,31,86.41
50,32,86.65
50,33,86.52
50,34,86.28999999999999
50,35,85.81
50,36,85.53999999999999
50,37,85.84
50,38,85.35
50,39,85.59
50,40,85.48
50,41,85.58
50,42,85.09
50,43,85.19
50,44,85.26
50,45,85.25
50,46,85.36
50,47,84.89
50,48,84.89
50,49,84.93
50,50,83.78
50,51,84.69
50,52,83.41
50,53,84.13
50,54,82.51
50,55,83.91
50,56,83.74000000000001
50,57,83.31
50,58,83.06
50,59,83.46000000000001
50,60,83.28
50,61,83.5
50,62,83.01
50,63,83.99000000000001
50,64,82.97
50,65,82.81
50,66,82.69
50,67,82.06
50,68,82.47
50,69,82.45
50,70,82.73
50,71,82.98
50,72,83.08
50,73,83.45
50,74,82.02
50,75,83.07
50,76,82.41
50,77,83.15
50,78,82.5
50,79,81.89
50,80,82.37
50,81,82.27
50,82,82.41
50,83,81.99
50,84,82.5
50,85,82.42
50,86,82.43
50,87,82.07
50,88,81.11
50,89,81.69
50,90,82.99
50,91,81.83
50,92,82.59
50,93,83.16
50,94,82.34
50,95,82.07
50,96,81.9
50,97,81.86
50,98,81.35
50,99,81.57
50,100,82.13
