base_delay,control_interval,result
18,26,91.94
18,27,92.18
18,28,91.92
18,29,92.53
18,30,90.66
18,31,91.82
18,32,91.97
18,33,91.38
18,34,92.48
18,35,91.14
18,36,91.98
18,37,91.33
18,38,91.62
18,39,91.36
18,40,92.01
18,41,90.78
18,42,91.41
18,43,91.25
18,44,90.85
18,45,90.84
18,46,90.34
18,47,89.87
18,48,90.27
18,49,91.03
18,50,90.12
18,51,90.65
18,52,90.52
18,53,90.23
18,54,90.07
18,55,89.88
18,56,90.51
18,57,89.26
18,58,90.46000000000001
18,59,90.24
18,60,89.25
18,61,89.95
18,62,89.79
18,63,90.09
18,64,89.36
18,65,89.38
18,66,88.92
18,67,88.97
18,68,88.46
18,69,89.71
18,70,88.96000000000001
18,71,88.75
18,72,88.21
18,73,89.28
18,74,88.23
18,75,88.07
18,76,87.98
18,77,87.9
18,78,88.26
18,79,88.71000000000001
18,80,88.75
18,81,87.97
18,82,88.61
18,83,87.49000000000001
18,84,87.1
18,85,87.29
18,86,87.56
18,87,87.16
18,88,87.07
18,89,87.91
18,90,87.25
18,91,86.34
18,92,86.61
18,93,87.17
18,94,86.44
18,95,86.25
18,96,86.63
18,97,86.15
18,98,86.15
18,99,86.3
18,100,86.6
19,1,92.78
19,2,92.3
19,3,92.6
19,4,92.18
19,5,92.41
19,6,91.76
19,7,91.41
19,8,91.69
19,9,91.82
19,10,91.81
19,11,91.73
19,12,92.53
19,13,91.55
19,14,91.62
19,15,91.91
19,16,92.05
19,17,91.89
19,18,91.77
19,19,92.16
19,20,92.29
19,21,91.26
19,22,92.23
19,23,92.4
19,24,92.15
19,25,91.78
19,26,92.09
19,27,91.46
19,28,92.6
19,29,91.49
19,30,91.83
19,31,92.32
19,32,91.85
19,33,91.47
19,34,91.13
19,35,91.4
19,36,91.78999999999999
19,37,91.25
19,38,91.41
19,39,91.36
19,40,90.71000000000001
19,41,91.36
19,42,90.14
19,43,90.99
19,44,90.85
19,45,90.18
19,46,90.61
19,47,89.77
19,48,89.91
19,49,90.44
19,50,89.81
19,51,89.51
19,52,90.19
19,53,89.98
19,54,89.55
19,55,89.25
19,56,89.79
19,57,89.06
19,58,89.18
19,59,89.06
19,60,88.61
19,61,89.28
19,62,89.95
19,63,88.59
19,64,89.42
19,65,88.88
19,66,88.72
19,67,88.45
19,68,88.51
19,69,88.28
19,70,88.53
19,71,89.18
19,72,88.94
19,73,87.94
19,74,88.3
19,75,88.04
19,76,88.74
19,77,87.58
19,78,87.7
19,79,87.48
19,80,87.21
19,81,87.72
19,82,87.39
19,83,87.29
19,84,87.38
19,85,87.18
19,86,86.55
19,87,87.07
19,88,87.34
19,89,86.67999999999999
19,90,87.31
19,91,87.5
19,92,86.69
19,93,87.53999999999999
19,94,86.69
19,95,86.1
19,96,86.06
19,97,86.55
19,98,86.92
19,99,85.83
19,100,85.5
20,1,92.34
20,2,92.56
20,3,91.87
20,4,91.86
20,5,92.08
20,6,91.1
20,7,91.4
20,8,91.59
20,9,91.67
20,10,91.31
20,11,90.89
20,12,91.9
20,13,91.29
20,14,91.05
20,15,91.13
20,16,91.7
20,17,91.9
20,18,91.06
20,19,91.71
20,20,91.11
20,21,92.28
20,22,90.43
20,23,91.47
20,24,91.89
20,25,92.41
20,26,90.91
20,27,91.01
20,28,92.27
20,29,91.44
20,30,92.37
20,31,91.61
20,32,91.44
20,33,91.29
20,34,90.91
20,35,91.2
20,36,91.03
20,37,91.5
20,38,91.58
20,39,90.69
20,40,91.13
20,41,90.2
20,42,90.97
20,43,89.62
20,44,90.37
20,45,90.73
20,46,90.53999999999999
20,47,90.12
20,48,90.08
20,49,89.46000000000001
20,50,89.67
20,51,89.97
20,52,89.69
20,53,89.79
20,54,88.96000000000001
20,55,89.83
20,56,89.09
20,57,89.28999999999999
20,58,89.83
20,59,89.27
20,60,88.85
20,61,89.08
20,62,89.15
20,63,88.56
20,64,88.89
20,65,88.44
20,66,88.8
20,67,89.24
20,68,88.7
20,69,88.73
20,70,87.6
20,71,88.39
20,72,87.91
20,73,88.28
20,74,87.4
20,75,87.68
20,76,88.49
20,77,87.88
20,78,87.94
20,79,87.42
20,80,87.07
20,81,87.34
20,82,87.65
20,83,87.14
20,84,87.75
20,85,86.55
20,86,86.86
20,87,86.38
20,88,86.92
20,89,86.39
20,90,86.7
20,91,86.11
20,92,86.28
20,93,86.71000000000001
20,94,86.67999999999999
20,95,86.28
20,96,86.32
20,97,86.22
20,98,86.08
20,99,85.73
20,100,85.64
21,1,92.16
21,2,92.13
21,3,91.75
21,4,91.19
21,5,90.55
21,6,91.46
21,7,91.71
21,8,90.74
21,9,91.73
21,10,90.99
21,11,90.85
21,12,91.35
21,13,92.17
21,14,90.78
21,15,91.21
21,16,91.68
21,17,91.46
21,18,91.53
21,19,91.12
21,20,91.91
21,21,91.61
21,22,91.48
21,23,92.34
21,24,91.38
21,25,91.37
21,26,90.83
21,27,91.86
21,28,92.01
21,29,92.14
21,30,92.1
21,31,90.86
21,32,91.45
21,33,91.53
21,34,91.73
21,35,90.63
21,36,91.5
21,37,90.33
21,38,90.48
21,39,90.28
21,40,90.25
21,41,89.85
21,42,90.39
21,43,90.44
21,44,89.75
21,45,89.6
21,46,89.57
21,47,89.51
21,48,90.11
21,49,89.91
21,50,90.12
21,51,89.96
21,52,89.65
21,53,89.06
21,54,89.84
21,55,89.19
21,56,89.66
21,57,89.18
21,58,89.58
21,59,89.08
21,60,89.37
21,61,89.91
21,62,88.89
21,63,89.23
21,64,89.26
21,65,88.57
21,66,88.1
21,67,88.17
21,68,88.51
21,69,87.7
21,70,88.58
21,71,88.02
21,72,87.23
21,73,87.56
21,74,88.62
21,75,86.82
21,76,88.27
21,77,87.8
21,78,87.67
21,79,87.68
21,80,87.58
21,81,86.95
21,82,86.31
21,83,86.72
21,84,86.43
21,85,87.01
21,86,87.21
21,87,86.43
21,88,86.94
21,89,87.21
21,90,85.94
21,91,86.0
21,92,86.76
21,93,86.83
21,94,86.76
21,95,85.68
21,96,86.3
21,97,85.88
21,98,85.57
21,99,86.01
21,100,85.87
22,1,91.14
22,2,91.53
22,3,91.44
22,4,91.13
22,5,91.58
22,6,90.93
22,7,90.65
22,8,91.08
22,9,91.76
22,10,91.18
22,11,90.96000000000001
22,12,90.81
22,13,90.57
22,14,89.99
22,15,90.73
22,16,90.6
22,17,91.22
22,18,91.34
22,19,90.56
22,20,90.82
22,21,90.99
22,22,90.48
22,23,91.25
22,24,90.87
22,25,91.1
22,26,90.78
22,27,91.47
22,28,91.29
22,29,90.78
22,30,91.03
22,31,90.32
22,32,90.6
22,33,91.05
22,34,90.28
22,35,90.88
22,36,91.14
22,37,90.76
22,38,90.28999999999999
22,39,90.37
22,40,90.84
22,41,90.93
22,42,90.14
22,43,89.56
22,44,89.84
22,45,89.69
22,46,89.86
22,47,89.98
22,48,88.68
22,49,89.95
22,50,89.62
22,51,89.03
22,52,89.22
22,53,88.78
22,54,89.2
22,55,89.3
22,56,89.7
22,57,89.69
22,58,88.92
22,59,89.64
22,60,89.3
22,61,88.83
22,62,89.21000000000001
22,63,88.4
22,64,88.37
22,65,87.8
22,66,87.83
22,67,88.52
22,68,88.04
22,69,88.59
22,70,88.28
22,71,87.52
22,72,87.66
22,73,86.6
22,74,88.02
22,75,87.2
22,76,87.45
22,77,87.03
22,78,87.04
22,79,87.09
22,80,86.66
22,81,85.98
22,82,86.19
22,83,86.71000000000001
22,84,87.7
22,85,85.98
22,86,86.33
22,87,87.35
22,88,86.37
22,89,86.46000000000001
22,90,86.31
22,91,85.87
22,92,86.61
22,93,86.16
22,94,86.11
22,95,85.61
22,96,85.96000000000001
22,97,86.13
22,98,85.91
22,99,86.22
22,100,85.45
23,1,91.22
23,2,91.43
23,3,91.7
23,4,91.36
23,5,90.69
23,6,90.9
23,7,90.28
23,8,90.45
23,9,90.31
23,10,90.53999999999999
23,11,91.13
23,12,90.7
23,13,90.02
23,14,91.13
23,15,90.76
23,16,91.02
23,17,90.97
23,18,91.49
23,19,90.65
23,20,90.68
23,21,90.53
23,22,90.72
23,23,90.95
23,24,90.97
23,25,90.38
23,26,91.4
23,27,90.63
23,28,90.63
23,29,90.78
23,30,90.51
23,31,90.58
23,32,90.02
23,33,90.47
23,34,90.55
23,35,90.63
23,36,91.14
23,37,90.5
23,38,90.04
23,39,90.12
23,40,90.84
23,41,90.11
23,42,90.2
23,43,89.86
23,44,89.88
23,45,89.78
23,46,90.14
23,47,89.28999999999999
23,48,89.78
23,49,89.22
23,50,89.56
23,51,89.46000000000001
23,52,90.04
23,53,89.8
23,54,89.44
23,55,89.7
23,56,89.48
23,57,88.57
23,58,89.17
23,59,88.0
23,60,88.7
23,61,88.75
23,62,88.77
23,63,88.41
23,64,87.85
23,65,88.02
23,66,88.25
23,67,88.2
23,68,87.27
23,69,88.21
23,70,87.99
23,71,87.75
23,72,87.78999999999999
23,73,87.1
23,74,88.15
23,75,87.33
23,76,87.56
23,77,86.55
23,78,87.1
23,79,86.61
23,80,86.96000000000001
23,81,87.49000000000001
23,82,86.79
23,83,86.84
23,84,86.2
23,85,86.1
23,86,87.11
23,87,86.32
23,88,85.08
23,89,85.74
23,90,86.11
23,91,85.19
23,92,85.45
23,93,85.4
23,94,85.7
23,95,85.59
23,96,85.11
23,97,85.74
23,98,85.09
23,99,84.97
23,100,84.81
24,1,90.78
24,2,91.15
24,3,91.38
24,4,90.93
24,5,91.16
24,6,90.23
24,7,90.61
24,8,90.1
24,9,90.65
24,10,90.96000000000001
24,11,90.51
24,12,89.94
24,13,90.45
24,14,91.7
24,15,90.09
24,16,90.88
24,17,91.13
24,18,89.93
24,19,90.47
24,20,91.1
24,21,90.32
24,22,90.68
24,23,91.19
24,24,91.41
24,25,91.44
24,26,90.92
24,27,91.01
24,28,90.44
24,29,90.35
24,30,91.51
24,31,90.49
24,32,90.6
24,33,90.12
24,34,90.09
24,35,90.13
24,36,90.88
24,37,89.85
24,38,89.33
24,39,90.12
24,40,89.49
24,41,89.79
24,42,89.38
24,43,89.9
24,44,89.84
24,45,90.06
24,46,88.85
24,47,89.5
24,48,89.78
24,49,88.99
24,50,88.93
24,51,88.38
24,52,88.58
24,53,89.5
24,54,88.78999999999999
24,55,89.63
24,56,89.03999999999999
24,57,88.74
24,58,88.97
24,59,88.58
24,60,88.59
24,61,87.76
24,62,88.33
24,63,87.63
24,64,87.91
24,65,88.81
24,66,87.66
24,67,88.21
24,68,87.25999999999999
24,69,88.41
24,70,87.33
24,71,87.07
24,72,88.2
24,73,87.63
24,74,86.71000000000001
24,75,87.16
24,76,87.41
24,77,87.08
24,78,86.52
24,79,86.52
24,80,86.19
24,81,85.32
24,82,86.45
24,83,85.51
24,84,86.08
24,85,86.1
24,86,85.83
24,87,87.06
24,88,85.49
24,89,85.88
24,90,85.77
24,91,86.39
24,92,85.3
24,93,86.03
24,94,85.33
24,95,85.75
24,96,84.62
24,97,85.94
24,98,84.21
24,99,84.78
24,100,85.62
25,1,90.81
25,2,90.98
25,3,90.5
25,4,90.26
25,5,91.17
25,6,89.81
25,7,90.56
25,8,90.4
25,9,89.67
25,10,89.83
25,11,90.38
25,12,89.03999999999999
25,13,90.62
25,14,90.38
25,15,90.17
25,16,90.52
25,17,90.19
25,18,89.27
25,19,90.08
25,20,89.97
25,21,90.55
25,22,90.72
25,23,90.26
25,24,90.37
25,25,90.33
25,26,90.28999999999999
25,27,90.28
25,28,90.69
25,29,90.63
25,30,90.88
25,31,89.8
25,32,90.39
25,33,90.5
25,34,89.49
25,35,90.25
25,36,89.66
25,37,89.9
25,38,90.09
25,39,90.04
25,40,89.82
25,41,89.4
25,42,89.53
25,43,90.0
25,44,88.58
25,45,89.17
25,46,88.91
25,47,88.99
25,48,89.3
25,49,88.1
25,50,88.97
25,51,90.09
25,52,89.22
25,53,88.76
25,54,89.19
25,55,89.81
25,56,88.99
25,57,88.74
25,58,88.59
25,59,88.48
25,60,88.06
25,61,88.03
25,62,88.83
25,63,88.06
25,64,88.68
25,65,87.66
25,66,87.27
25,67,87.82
25,68,88.01
25,69,87.91
25,70,86.88
25,71,87.15
25,72,87.21
25,73,87.99
25,74,87.62
25,75,87.25999999999999
25,76,86.86
25,77,87.04
25,78,87.11
25,79,87.11
25,80,86.61
25,81,86.79
25,82,85.96000000000001
25,83,86.03999999999999
25,84,85.94
25,85,85.69
25,86,86.87
25,87,86.02
25,88,86.01
25,89,85.38
25,90,85.82
25,91,86.5
25,92,85.27
25,93,85.47
25,94,85.69
25,95,86.15
25,96,84.84
25,97,85.99
25,98,84.89
25,99,85.6
25,100,85.9
26,1,90.09
26,2,90.65
26,3,90.93
26,4,89.57
26,5,90.89
26,6,89.9
26,7,90.07
26,8,89.76
26,9,89.22
26,10,89.7
26,11,89.66
26,12,89.91
26,13,89.89
26,14,90.58
26,15,90.83
26,16,90.17
26,17,90.16
26,18,90.13
26,19,90.23
26,20,89.96
26,21,89.83
26,22,89.26
26,23,89.93
26,24,90.37
26,25,89.92
26,26,91.01
26,27,91.21
26,28,89.94
26,29,91.16
26,30,90.27
26,31,90.57
26,32,89.25
26,33,90.28
26,34,90.43
26,35,90.48
26,36,89.52
26,37,89.8
26,38,90.15
26,39,90.01
26,40,89.35
26,41,89.16
26,42,89.8
26,43,89.52
26,44,89.79
26,45,89.12
26,46,89.34
26,47,89.09
26,48,89.05
26,49,89.03999999999999
26,50,89.01
26,51,88.81
26,52,89.36
26,53,88.1
26,54,88.48
26,55,88.66
26,56,88.32
26,57,88.92
26,58,88.08
26,59,88.3
26,60,88.54
26,61,88.29
26,62,88.47
26,63,88.19
26,64,87.65
26,65,87.92
26,66,87.17
26,67,87.56
26,68,87.2
26,69,87.14
26,70,86.94
26,71,87.52
26,72,87.25
26,73,86.48
26,74,86.72
26,75,86.59
26,76,86.73
26,77,87.2
26,78,86.88
26,79,86.91
26,80,85.26
26,81,86.28999999999999
26,82,85.42
26,83,86.18
26,84,86.4
26,85,85.52
26,86,86.12
26,87,85.27
26,88,85.78999999999999
26,89,85.64
26,90,85.93
26,91,85.3
26,92,85.03
26,93,84.3
26,94,85.15
26,95,85.09
26,96,84.72
26,97,85.59
26,98,84.72
26,99,85.02
26,100,84.73
27,1,90.9
27,2,89.84
27,3,90.16
27,4,89.87
27,5,90.08
27,6,89.95
27,7,89.99
27,8,89.69
27,9,89.83
27,10,90.17
27,11,89.52
27,12,89.67
27,13,88.78999999999999
27,14,89.47
27,15,90.37
27,16,89.79
27,17,90.33
27,18,89.5
27,19,89.03999999999999
27,20,89.89
27,21,89.49
27,22,90.08
27,23,89.74
27,24,90.09
27,25,89.31
27,26,90.24
27,27,90.05
27,28,89.56
27,29,90.17
27,30,89.52
27,31,90.75
27,32,90.51
27,33,90.01
27,34,89.11
27,35,89.71
27,36,89.95
27,37,89.0
27,38,89.33
27,39,89.08
27,40,88.53
27,41,89.26
27,42,89.57
27,43,89.56
27,44,88.38
27,45,89.08
27,46,89.2
27,47,89.62
27,48,89.34
27,49,88.78
27,50,89.48
27,51,88.61
27,52,89.12
27,53,89.22
27,54,89.45
27,55,88.13
27,56,88.7
27,57,88.48
27,58,87.91
27,59,88.47
27,60,87.8
27,61,87.9
27,62,88.27
27,63,89.24
27,64,88.17
27,65,87.59
27,66,88.14
27,67,86.89
27,68,87.51
27,69,86.67
27,70,87.83
27,71,86.14
27,72,86.65
27,73,86.92
27,74,86.81
27,75,86.67999999999999
27,76,86.02
27,77,86.57
27,78,85.87
27,79,86.12
27,80,85.83
27,81,85.78999999999999
27,82,85.06
27,83,85.48
27,84,85.74
27,85,86.16
27,86,85.06
27,87,85.66
27,88,85.1
27,89,86.21000000000001
27,90,84.82
27,91,85.58
27,92,85.47
27,93,85.12
27,94,84.56
27,95,85.49
27,96,84.76
27,97,85.37
27,98,84.61
27,99,84.49000000000001
27,100,84.86
28,1,90.34
28,2,90.14
28,3,90.8
28,4,90.02
28,5,90.32
28,6,89.27
28,7,89.65
28,8,89.38
28,9,90.14
28,10,89.27
28,11,89.45
28,12,89.41
28,13,89.77
28,14,89.49
28,15,89.98
28,16,90.21
28,17,90.64
28,18,89.53
28,19,89.68
28,20,89.62
28,21,89.83
28,22,89.3
28,23,90.02
28,24,90.34
28,25,89.35
28,26,90.14
28,27,89.02
28,28,89.47
28,29,89.56
28,30,89.55
28,31,89.92
28,32,89.85
28,33,90.3
28,34,89.19
28,35,89.24
28,36,89.57
28,37,89.13
28,38,89.07
28,39,89.03
28,40,89.43
28,41,88.75
28,42,89.51
28,43,88.91
28,44,89.28
28,45,89.15
28,46,89.01
28,47,89.16
28,48,88.86
28,49,88.32
28,50,88.44
28,51,88.46
28,52,88.54
28,53,89.5
28,54,87.47
28,55,88.37
28,56,88.09
28,57,87.85
28,58,88.38
28,59,87.86
28,60,87.53999999999999
28,61,88.04
28,62,87.84
28,63,87.68
28,64,87.55
28,65,87.4
28,66,87.45
28,67,87.0
28,68,87.49000000000001
28,69,87.62
28,70,86.75
28,71,86.53
28,72,86.72
28,73,86.78
28,74,87.33
28,75,86.1
28,76,86.18
28,77,85.92
28,78,86.03999999999999
28,79,86.52
28,80,85.46
28,81,86.19
28,82,85.01
28,83,85.25
28,84,86.34
28,85,85.47
28,86,84.88
28,87,84.93
28,88,84.93
28,89,85.65
28,90,84.73
28,91,84.71
28,92,85.48
28,93,85.14
28,94,85.97
28,95,84.59
28,96,84.77
28,97,85.47
28,98,84.84
28,99,84.42
28,100,84.23
29,1,89.02
29,2,89.78
29,3,89.71
29,4,88.93
29,5,89.22
29,6,88.68
29,7,89.02
29,8,89.34
29,9,89.31
29,10,89.44
29,11,89.55
29,12,89.77
29,13,89.54
29,14,89.46000000000001
29,15,90.62
29,16,90.01
29,17,89.52
29,18,90.11
29,19,90.37
29,20,88.92
29,21,89.43
29,22,89.61
29,23,89.55
29,24,89.3
29,25,90.28999999999999
29,26,90.07
29,27,90.25
29,28,89.34
29,29,89.43
29,30,89.42
29,31,89.63
29,32,89.87
29,33,90.0
29,34,89.38
29,35,90.02
29,36,88.86
29,37,89.38
29,38,88.85
29,39,89.11
29,40,89.2
29,41,89.72
29,42,89.46000000000001
29,43,88.77
29,44,88.49
29,45,88.92
29,46,88.52
29,47,89.86
29,48,88.7
29,49,88.52
29,50,88.76
29,51,88.11
29,52,89.33
29,53,88.29
29,54,88.52
29,55,88.49
29,56,88.0
29,57,88.3
29,58,87.9
29,59,87.41
29,60,88.21
29,61,88.01
29,62,88.03
29,63,87.21
29,64,87.94
29,65,86.93
29,66,87.87
29,67,86.41
29,68,86.75
29,69,87.05
29,70,86.97
29,71,86.83
29,72,86.31
29,73,86.47
29,74,86.84
29,75,86.06
29,76,86.03999999999999
29,77,86.25
29,78,85.1
29,79,85.76
29,80,85.78
29,81,85.62
29,82,85.65
29,83,86.28999999999999
29,84,85.06
29,85,85.4
29,86,84.85
29,87,86.2
29,88,85.62
29,89,85.8
29,90,84.91
29,91,85.13
29,92,83.93
29,93,84.86
29,94,84.65
29,95,85.3
29,96,85.03999999999999
29,97,84.63
29,98,84.32
29,99,84.73
29,100,83.85
30,1,90.39
30,2,90.03
30,3,89.73
30,4,89.41
30,5,89.02
30,6,89.01
30,7,89.46000000000001
30,8,89.02
30,9,89.24
30,10,89.32
30,11,89.48
30,12,89.41
30,13,88.72
30,14,89.49
30,15,88.94
30,16,89.06
30,17,89.37
30,18,89.26
30,19,88.2
30,20,89.32
30,21,89.22
30,22,88.8
30,23,88.24
30,24,89.38
30,25,89.72
30,26,89.03999999999999
30,27,89.42
30,28,89.36
30,29,89.93
30,30,90.05
30,31,88.94
30,32,89.33
30,33,89.25
30,34,89.38
30,35,89.42
30,36,89.35
30,37,88.99
30,38,89.16
30,39,88.94
30,40,88.69
30,41,89.11
30,42,89.27
30,43,88.5
30,44,88.12
30,45,89.17
30,46,88.54
30,47,89.2
30,48,88.29
30,49,88.03
30,50,89.78
30,51,88.52
30,52,88.07
30,53,89.28999999999999
30,54,88.08
30,55,88.31
30,56,87.67
30,57,88.05
30,58,87.93
30,59,86.87
30,60,87.55
30,61,87.33
30,62,87.46
30,63,87.47
30,64,87.59
30,65,87.1
30,66,87.21
30,67,86.87
30,68,87.06
30,69,86.63
30,70,86.67999999999999
30,71,86.73
30,72,86.26
30,73,86.71000000000001
30,74,86.02
30,75,86.12
30,76,85.76
30,77,85.3
30,78,85.78
30,79,86.33
30,80,86.52
30,81,85.94
30,82,85.01
30,83,86.01
30,84,84.64
30,85,85.43
30,86,85.22
30,87,85.1
30,88,84.8
30,89,84.69
30,90,85.28
30,91,84.47
30,92,85.13
30,93,84.32
30,94,85.32
30,95,85.42
30,96,84.07
30,97,84.71
30,98,83.38
30,99,84.44
30,100,84.68
31,1,89.67
31,2,89.41
31,3,88.2
31,4,88.19
31,5,88.42
31,6,89.16
31,7,89.01
31,8,89.28999999999999
31,9,88.9
31,10,89.12
31,11,88.73
31,12,88.87
31,13,88.73
31,14,89.14
31,15,88.51
31,16,88.86
31,17,89.47
31,18,88.92
31,19,89.11
31,20,88.44
31,21,89.15
31,22,89.34
31,23,89.58
31,24,89.93
31,25,89.36
31,26,88.97
31,27,88.75
31,28,88.85
31,29,89.64
31,30,89.46000000000001
31,31,88.92
31,32,88.62
31,33,89.9
31,34,89.21000000000001
31,35,89.28
31,36,89.09
31,37,88.84
31,38,89.18
31,39,88.76
31,40,88.38
31,41,88.48
31,42,88.95
31,43,89.21000000000001
31,44,88.87
31,45,88.61
31,46,89.28
31,47,88.87
31,48,88.39
31,49,88.65
31,50,87.9
31,51,87.97
31,52,88.39
31,53,88.58
31,54,87.7
31,55,87.87
31,56,87.61
31,57,87.36
31,58,87.48
31,59,87.88
31,60,86.54
31,61,88.24
31,62,86.76
31,63,86.85
31,64,86.11
31,65,86.32
31,66,86.95
31,67,86.37
31,68,86.17
31,69,86.53
31,70,86.89
31,71,86.28999999999999
31,72,86.09
31,73,85.93
31,74,86.11
31,75,85.56
31,76,85.45
31,77,85.37
31,78,86.12
31,79,84.98
31,80,85.32
31,81,86.05
31,82,85.01
31,83,85.32
31,84,85.28999999999999
31,85,84.92
31,86,85.03
31,87,84.47
31,88,85.05
31,89,84.71
31,90,84.46
31,91,84.91
31,92,84.22
31,93,83.85
31,94,83.84
31,95,84.75
31,96,84.77
31,97,83.83
31,98,83.57
31,99,84.27
31,100,84.97
32,1,88.99
32,2,88.97
32,3,89.14
32,4,89.03999999999999
32,5,89.43
32,6,89.5
32,7,89.2
32,8,88.01
32,9,88.14
32,10,89.12
32,11,89.32
32,12,88.12
32,13,88.21
32,14,88.7
32,15,89.18
32,16,89.05
32,17,88.22
32,18,88.77
32,19,89.78
32,20,89.2
32,21,89.24
32,22,89.1
32,23,89.09
32,24,88.78999999999999
32,25,88.64
32,26,89.2
32,27,88.31
32,28,89.05
32,29,88.87
32,30,89.58
32,31,89.12
32,32,89.07
32,33,89.2
32,34,89.23
32,35,88.92
32,36,88.9
32,37,88.61
32,38,88.72
32,39,88.18
32,40,88.32
32,41,89.34
32,42,88.81
32,43,88.36
32,44,88.19
32,45,88.68
32,46,88.42
32,47,88.08
32,48,88.94
32,49,88.73
32,50,87.88
32,51,87.99
32,52,88.37
32,53,88.26
32,54,86.82
32,55,88.09
32,56,87.22
32,57,86.96000000000001
32,58,87.33
32,59,87.41
32,60,86.52
32,61,86.73
32,62,87.01
32,63,86.59
32,64,87.16
32,65,85.97
32,66,87.09
32,67,86.38
32,68,85.89
32,69,86.18
32,70,85.84
32,71,86.48
32,72,85.48
32,73,84.99
32,74,85.24
32,75,85.32
32,76,84.91
32,77,85.3
32,78,84.81
32,79,84.64
32,80,84.52
32,81,84.64
32,82,85.06
32,83,85.28
32,84,84.91
32,85,85.12
32,86,83.98
32,87,84.87
32,88,84.33
32,89,84.39
32,90,85.03999999999999
32,91,84.2
32,92,83.76
32,93,84.04
32,94,84.64
32,95,84.75
32,96,83.44
32,97,83.88
32,98,84.17
32,99,83.96000000000001
32,100,84.2
33,1,88.2
33,2,89.38
33,3,88.59
33,4,88.42
33,5,88.78
33,6,88.46
33,7,88.21
33,8,88.59
33,9,87.58
33,10,88.91
33,11,88.66
33,12,88.45
33,13,87.52
33,14,88.07
33,15,88.07
33,16,87.81
33,17,87.91
33,18,88.67
33,19,88.54
33,20,88.83
33,21,87.47
33,22,88.72
33,23,88.31
33,24,88.77
33,25,88.64
33,26,89.17
33,27,88.83
33,28,89.03
33,29,88.74
33,30,89.08
33,31,89.09
33,32,89.28
33,33,89.5
33,34,88.63
33,35,89.17
33,36,88.24
33,37,88.71000000000001
33,38,89.41
33,39,88.59
33,40,88.68
33,41,88.09
33,42,89.19
33,43,88.85
33,44,88.39
33,45,88.27
33,46,87.67
33,47,87.8
33,48,87.77
33,49,88.03
33,50,88.87
33,51,88.61
33,52,87.55
33,53,87.84
33,54,86.48
33,55,87.22
33,56,87.68
33,57,87.12
33,58,86.11
33,59,86.02
33,60,86.96000000000001
33,61,86.94
33,62,86.8
33,63,86.26
33,64,85.98
33,65,86.22
33,66,85.75
33,67,85.62
33,68,86.31
33,69,85.76
33,70,85.42
33,71,85.03999999999999
33,72,86.0
33,73,85.83
33,74,85.53999999999999
33,75,85.64
33,76,85.53999999999999
33,77,85.03999999999999
33,78,85.02
33,79,85.28999999999999
33,80,85.07
33,81,84.43
33,82,84.31
33,83,84.48
33,84,84.34
33,85,84.78
33,86,84.16
33,87,84.58
33,88,84.15
33,89,83.87
33,90,84.52
33,91,84.62
33,92,84.69
33,93,84.66
33,94,83.6
33,95,83.88
33,96,84.21
33,97,84.41
33,98,83.98
33,99,83.95
33,100,83.53999999999999
34,1,87.91
34,2,88.24
34,3,87.95
34,4,88.5
34,5,88.02
34,6,88.41
34,7,88.05
34,8,87.89
34,9,88.25
34,10,87.96000000000001
34,11,88.51
34,12,88.28
34,13,88.39
34,14,88.55
34,15,88.47
34,16,88.2
34,17,88.37
34,18,87.61
34,19,87.2
34,20,88.49
34,21,88.23
34,22,88.75
34,23,89.84
34,24,88.89
34,25,88.75
34,26,88.82
34,27,89.21000000000001
34,28,88.46
34,29,88.67
34,30,88.57
34,31,89.03
34,32,88.72
34,33,88.9
34,34,88.9
34,35,88.87
34,36,89.19
34,37,88.9
34,38,89.26
34,39,87.72
34,40,89.15
34,41,88.44
34,42,88.54
34,43,88.86
34,44,88.33
34,45,87.88
34,46,88.66
34,47,88.45
34,48,88.29
34,49,87.81
34,50,87.94
34,51,87.53
34,52,87.18
34,53,87.19
34,54,87.01
34,55,86.23
34,56,87.25999999999999
34,57,87.15
34,58,85.85
34,59,87.19
34,60,86.52
34,61,86.85
34,62,86.71000000000001
34,63,85.82
34,64,87.29
34,65,86.06
34,66,85.69
34,67,85.84
34,68,86.41
34,69,85.69
34,70,85.42
34,71,85.73
34,72,85.57
34,73,85.0
34,74,84.66
34,75,85.68
34,76,85.88
34,77,85.37
34,78,85.3
34,79,85.3
34,80,84.5
34,81,84.8
34,82,84.73
34,83,85.28999999999999
34,84,84.48
34,85,84.91
34,86,85.34
34,87,83.9
34,88,83.93
34,89,84.21
34,90,84.04
34,91,84.16
34,92,84.78
34,93,83.58
34,94,84.08
34,95,83.19
34,96,83.66
34,97,83.95
34,98,84.03
34,99,83.05
34,100,84.11
35,1,88.47
35,2,88.52
35,3,88.13
35,4,88.18
35,5,88.69
35,6,87.64
35,7,88.17
35,8,87.66
35,9,87.84
35,10,88.1
35,11,88.1
35,12,88.07
35,13,87.16
35,14,88.09
35,15,88.05
35,16,89.09
35,17,88.45
35,18,87.55
35,19,88.37
35,20,88.37
35,21,87.15
35,22,87.91
35,23,88.35
35,24,88.0
35,25,89.24
35,26,89.44
35,27,88.4
35,28,88.84
35,29,89.03999999999999
35,30,88.23
35,31,87.91
