,time,speed
0,0.01,0.005599061232213527
1,0.028,0.027277474106679585
2,0.044,0.3740755316252252
3,0.064,4.18020904379777
4,0.102,41.15686820209321
5,0.123,89.61536616972776
6,0.142,154.46650454387577
7,0.178,343.7023166626082
8,0.195,478.9683002153083
9,0.229,772.0850017300384
10,0.25,1015.8007634489982
11,0.267,1228.0040650325634
12,0.295,1574.8800901865484
13,0.345,2160.294733422743
14,0.372,2476.0033853785403
15,0.442,3064.0207962212776
16,0.458,3132.482012800912
17,0.481,3175.008949554565
18,0.5,3179.264644098216
19,0.524,3155.1070017913053
20,0.567,3068.5160170442678
21,0.596,2993.1252644593983
22,0.618,2949.122710693711
23,0.636,2921.8274242937055
24,0.659,2902.0687081851434
25,0.693,2897.800210166301
26,0.714,2909.338836028853
27,0.744,2938.721723699703
28,0.796,3015.0642829242124
29,0.823,3053.125472519597
30,0.846,3051.789526215295
31,0.872,3022.0947374773955
32,0.893,2988.991272154794
33,0.923,2962.209660340212
34,0.943,2957.424422795619
35,0.972,2967.7634210883693
36,1.007,3000.0097883021867
37,1.036,3034.7162159016475
38,1.057,3034.3103135505276
39,1.11,2962.1466992928104
40,1.131,2917.8750538093896
41,1.152,2883.989331158454
42,1.2,2859.425986192952
43,1.26,2901.793683362921
44,1.291,2947.4446926662363
45,1.314,2975.719712142961
46,1.344,2967.716460940609
47,1.366,2941.854834387783
48,1.389,2928.3927254505343
49,1.412,2928.8608146981255
50,1.435,2942.151285454295
51,1.464,2973.1585978689923
52,1.483,2991.7657198724414
53,1.503,2986.632125502079
54,1.53,2962.0534708008586
55,1.56,2953.1361197280157
56,1.581,2960.1324322593973
57,1.602,2975.890574146828
58,1.626,2988.60725049942
59,1.655,2963.54031094768
60,1.684,2922.314257414255
61,1.703,2907.059429351465
62,1.72,2903.0204343951814
63,1.741,2908.193943314688
64,1.78,2941.264371636941
65,1.809,2981.362551050539
66,1.832,3011.2459298658
67,1.884,2975.302047405121
68,1.907,2937.454801243613
69,1.925,2916.4039016759825
70,1.962,2904.989773679033
71,1.984,2913.922800365056
72,2.025,2955.5815699338978
73,2.054,2987.328644279505
74,2.076,2987.9612018820353
75,2.107,2970.8070604304526
76,2.135,2974.6480219932823
77,2.163,2994.65474978735
78,2.182,3009.698648170579
79,2.221,2982.606585318268
80,2.248,2942.3378207506435
81,2.264,2927.662210577297
82,2.286,2920.763457009389
83,2.314,2929.038094871489
84,2.333,2945.408667263713
85,2.356,2972.541098102168
86,2.409,3012.660467229283
87,2.438,2979.9739194377153
88,2.457,2945.057564742598
89,2.478,2920.7964352851445
90,2.5,2907.676134905156
91,2.518,2907.2573800680148
92,2.534,2914.2015587037463
93,2.553,2930.670809147142
94,2.586,2971.178719496478
95,2.611,3004.6057329460705
96,2.63,3003.9972000769285
97,2.652,2986.2379218031874
98,2.674,2975.057074789456
99,2.723,2988.7718100283855
100,2.748,3009.3627301724514
101,2.768,3016.2702730084707
102,2.785,3004.329325398
103,2.806,2979.801261446538
104,2.837,2965.6704719552754
105,2.864,2971.429687074974
106,2.912,3012.7711568611817
107,2.938,3031.399590859582
108,2.96,3019.2173419666924
109,3.01,2954.1648060771604
110,3.027,2939.708456267918
111,3.052,2933.375535640386
112,3.087,2946.6661851314243
113,3.112,2969.588417753679
114,3.131,2986.048133230902
115,3.147,2983.0002679775066
116,3.186,2956.1015212595275
117,3.216,2955.822175876325
118,3.237,2966.1712325241224
119,3.257,2984.214299534621
120,3.276,3000.3037904067965
121,3.326,2964.9890353729884
122,3.348,2930.3209281831937
123,3.389,2898.9993881432
124,3.453,2921.3794419586116
125,3.5,2979.704982994219
126,3.523,3009.2201604965667
127,3.542,3010.6196780189975
128,3.579,2975.5987033131105
129,3.605,2934.7406512063776
130,3.648,2906.9157515418124
131,3.672,2910.783576160429
132,3.698,2930.067408397115
133,3.723,2960.48815864401
134,3.756,2992.793526079798
135,3.787,2974.045519407951
136,3.808,2947.291480342563
137,3.833,2928.442560808608
138,3.863,2927.5426373379337
139,3.896,2947.1434218228583
140,3.917,2969.171858872399
141,3.939,2992.5216819077436
142,3.972,2978.6422292207526
143,4.0,2944.523057106423
144,4.049,2929.869905644662
145,4.067,2937.9973923057532
146,4.092,2959.5341158822325
147,4.128,2997.139682799856
148,4.151,3012.580532979725
149,4.187,2987.2242285900156
150,4.214,2948.964233130299
151,4.233,2932.608753625423
152,4.259,2925.293827334293
153,4.276,2930.0447292585714
154,4.293,2941.61915247368
155,4.313,2961.114215864145
156,4.331,2977.9054108280116
157,4.353,2972.3728371697857
158,4.371,2957.160583631747
159,4.396,2948.6221464982655
160,4.417,2953.452215297042
161,4.435,2965.7173157723482
162,4.464,2994.9740626430334
163,4.495,3015.9672906387573
164,4.518,2998.5816061223236
165,4.534,2976.4622057460933
166,4.555,2958.781466754743
167,4.571,2953.0290605196055
168,4.627,2975.088986925705
169,4.655,3007.766326534214
170,4.676,3028.0138296192818
171,4.7,3019.0933873056456
172,4.719,2998.112445646303
173,4.736,2983.827919212097
174,4.759,2977.3392939292385
175,4.777,2981.1701242306626
176,4.799,2995.191821095278
177,4.817,3006.9002917148496
178,4.841,2994.958334773089
179,4.857,2975.1979034355877
180,4.873,2963.2411372275565
