,speed
0,0.0
1,21.254112822008636
2,610.9638408168538
3,841.769817352415
4,4499.192516340195
5,5390.662146300922
6,5461.05403319282
7,5207.653085030078
8,5066.079646677499
9,4586.203711945242
10,4320.845834150465
11,4158.603843737986
12,4308.077827094086
13,5311.318287308952
14,5230.568784455128
15,4896.085962627872
16,4427.901289157025
17,4166.104267061683
18,3936.8163540117253
19,5735.673109367352
20,6166.434337827741
21,5638.2155151073575
22,5420.343053150418
23,5168.246041013413
24,4730.732232164849
25,4677.156539733933
26,4224.028690766465
27,4053.3635882427648
28,4155.815925113072
29,4379.492259085358
30,4355.4367059290935
31,4142.216998234226
32,4066.18101481057
33,4038.363127795526
34,4064.535476290029
35,4097.202747388538
36,3847.299047352861
37,3744.415342525289
38,3732.067055274911
39,3888.5018684205997
40,4028.5148787480366
41,4021.973254960536
42,3837.628880103531
43,3635.2943235635544
44,3858.632653133961
45,3997.283859772868
46,4041.568577427545
47,4069.6507077137794
48,3955.6410716693695
49,4345.403668029559
50,4509.2874018692155
51,4604.224938037348
52,4627.396492961399
53,4578.441924467243
54,4471.191770717054
55,4213.637729934894
56,4091.7407598530162
57,4136.54697668118
58,4181.995113309523
59,4147.134244318919
60,4038.2823448245063
61,3933.4776442058337
62,4558.90663019074
63,4925.581060118681
64,5034.658635958191
65,4981.606670584502
66,4746.176478720555
67,4600.128235183281
68,4219.510576075046
69,4066.1317183209662
70,4125.887482892803
71,4303.58539275333
72,4300.971705794502
73,4253.267809819327
74,4104.837782346759
75,4030.311742014924
76,4098.389469422661
77,4478.56177059827
78,4545.490917231357
79,4477.667272054654
80,4368.586763682264
81,4063.7174436031546
82,3867.576414865214
83,3916.3731905857057
84,3982.7892785091985
85,3945.9433397339035
86,3924.5330947260913
87,3969.856853911806
88,4020.009134227527
89,3927.4717069279072
90,3915.022485336612
91,4388.6379764315925
92,5319.47589122518
93,5129.290643078103
94,4979.069363124689
95,4431.424414889708
96,4328.581317609733
97,4182.232026476423
98,4206.705331357564
99,4195.807292570211
100,4167.665406183767
101,4111.470696435598
102,4160.432795381313
103,4339.1445947873835
104,4307.334772723022
105,4252.155720832219
106,4146.848481543355
107,4086.556928224616
108,4135.6235736088265
109,4724.978208956475
110,4741.852843011422
111,4659.284551362074
112,4335.451269138774
113,4158.252905256153
114,4777.7132579925
115,5032.385681590564
116,5063.375583080351
117,4745.057067132447
118,4603.304066471974
119,4474.4250147699295
120,4148.910410873594
121,3971.9316852428556
122,4182.325216654582
123,4290.70141387511
124,4354.664645071695
125,4359.311477056054
126,4308.635900696623
127,4256.056828413721
128,4201.153406715782
129,4123.999279341865
130,4170.621805789204
131,4279.563633133256
132,4302.021868753739
133,4279.580612269282
134,4204.496305024676
135,3918.9574137868567
136,3625.746933411762
137,3726.184360469082
138,4049.011362682386
139,4285.002174136314
140,4128.653247913382
141,3977.131716613836
142,3848.6864679025803
143,3878.619709119361
144,3986.552364910656
145,4185.582112023387
146,4214.741325122711
147,3694.264346214965
148,3587.1843720364755
149,3802.7487885289756
150,4006.732025890279
151,3985.894868913557
152,4005.1280557463556
153,4042.765215951477
154,4019.4458644371657
155,3998.961250471071
156,6308.731301102792
157,6489.691184832242
158,5922.661147718276
159,5383.029200052372
160,5017.604667957742
161,4758.904964813649
162,4479.351357920218
163,4243.881807651664
164,4052.8309098091677
165,4032.211099516237
166,4614.899878828622
167,4854.068265622023
168,4783.439099324448
169,4523.533842940758
170,4309.389914875223
171,4211.28899928159
172,4119.112808290619
173,4077.3969234762135
174,4160.130857356038
175,4232.374322044802
176,4240.607688532018
177,4218.997013292258
178,4057.468395052166
179,3775.9177628724774
180,3909.296630891638
181,4332.417553030948
182,3988.4232367565683
183,3916.4540201565146
184,3888.387682224538
185,4179.772624417903
186,4559.119109219542
187,4561.963651726236
188,4532.680679779992
189,4462.4096841600995
190,4363.236501470528
191,4292.39566072068
192,4186.904552629553
193,4170.807160561166
194,3976.479451760846
195,3880.8988106148495
196,3925.1447697489334
197,5440.76776562299
198,5944.1476766604255
199,5840.553282784895
200,5720.424761007145
201,5582.9495122038325
202,5382.703216590911
203,5161.679085269864
204,4839.511842255276
205,4769.353799565799
206,4702.8210073078
207,4571.428862763181
208,4428.9385869613425
209,4348.363827705319
210,4150.980925391917
211,4148.662397779851
212,4167.908123802228
213,4091.5786919142793
214,4115.4596697497245
215,4199.350653338106
216,4234.275779097937
217,4161.490369998583
218,3949.6930643821293
219,3723.9778850005614
220,3724.3946509135644
221,4194.392700477933
222,4448.213562200213
223,4488.768191383221
224,4453.287876830727
225,4406.355303796567
226,4265.721295791605
227,3914.8622153133056
228,3804.4522682946686
229,3847.153016441434
230,3958.661810367299
231,4122.749827928913
232,4140.920114479123
233,3993.030193655554
234,4022.4438151277327
235,4102.822924407426
236,4075.9495314172113
237,4008.9705796856183
238,3943.0598411928486
239,4038.5154585074433
240,4116.046119277694
241,4139.2649520045725
242,4132.728483488103
243,4100.795049266432
244,3955.7126993625
245,3901.6731226667644
246,3888.5011234915382
247,3999.1016269342404
248,4098.188590117409
249,4105.414165531255
250,3925.998540521698
251,3853.4243344425663
252,3889.700157149392
253,4022.7291034606747
254,4111.142857116847
255,4128.297231829268
256,4029.211194695347
257,4039.024413557309
258,4599.958232561651
259,4620.799277968682
260,4580.790826972852
261,4516.427230106508
262,4327.078724147034
263,4257.060241720002
264,4178.024095374283
265,4122.181033628164
266,4134.663514339457
267,4157.772230548312
268,4150.498722141023
269,4115.227476854305
270,4069.919452755059
271,4118.835012861871
272,4224.565871328664
273,4235.75540166792
274,4177.416617544418
275,4071.43725828126
276,4015.2337663389553
277,4009.2790357569647
278,4073.862049010703
279,4152.731429397825
280,4153.969570134659
281,4130.438911807607
282,4062.675782107817
283,4011.231322259369
284,4020.819859320659
285,4048.499471737881
286,4035.353759662056
287,3970.5636177387446
288,3943.259209124405
289,4610.520835524152
290,5300.882411030716
291,5366.992411517167
292,5376.033397994167
293,5344.208165001158
294,5266.238882381662
295,5131.783108091845
296,5039.593643301903
297,4862.372467286075
298,4665.50786882632
299,4476.295041020814
300,4395.882106159085
301,4326.574070609759
302,4236.965929325257
303,3923.3562000433394
304,4076.2605495157354
305,4550.02644313918
306,4435.110312532235
307,4158.401373636393
308,4043.6576590495283
309,4028.6830455071154
310,4060.367002284706
311,4104.489239009346
312,4089.61665845901
313,3852.0375168042215
314,3796.509201059491
315,3850.3209626802636
316,4173.217893488926
317,4320.575849679065
318,4437.629905330868
319,4433.231684835861
320,4258.503797314321
321,3928.5656670729945
322,3874.051765763795
323,3995.8288456598398
324,4110.542656256246
325,4171.587781764994
326,4176.603748465956
327,4154.517805039666
328,4105.262969556536
329,4438.429939732254
330,4675.903726321644
331,4776.366612693396
332,4793.797348973273
333,4775.679233594219
334,4734.71889364079
335,4605.07809757565
336,4463.191411478969
337,4220.240845202209
338,4061.1558625077005
339,4077.0837230312363
340,4046.3681053313976
341,4010.1436791061947
342,3737.993494776741
343,3561.6827713515145
344,3562.621332486414
345,3621.780032693625
346,4263.9216506729335
347,5111.529553366297
348,5017.228383785139
349,4614.9995074344215
350,4258.238688052766
351,3972.755061917627
352,4703.684574830268
353,4913.821214108561
354,4348.867783580844
355,3987.9315168887238
356,3855.6778121590723
357,4329.951667122666
358,5061.7860976370885
359,5007.975782703537
360,4749.703197047698
361,4177.976678946226
