,time,speed,i
0,0.005,0.006326832951527626,3.625095466751258
1,0.04,6.2063772094751695,35.09791421130187
2,0.078,48.864680371411644,69.78285362397128
3,0.113,140.97393376531883,98.69846669755071
4,0.135,239.93311742963002,117.03059555741996
5,0.155,362.3578334960327,133.0637983259819
6,0.175,521.5876152326628,148.33346623115125
7,0.197,714.4244811638307,161.93749712918844
8,0.233,1076.441125148868,178.87993689606282
9,0.286,1711.4955020873283,192.21285970405526
10,0.334,2299.5213033662862,191.51385818731836
11,0.366,2655.018999214329,185.72215734445138
12,0.425,3121.0438687473657,142.8546759349657
13,0.49,3208.702874987931,90.41974154124219
14,0.54,3149.005779715822,66.79604797854222
15,0.605,3011.350231709097,45.25375202667649
16,0.66,2884.5980026184307,49.52796157189304
17,0.802,2777.3255211956525,101.50474161111525
18,1.018,3077.2264330125217,124.9798352725271
19,1.194,3064.2432163564595,55.65453552349137
20,1.27,2892.060905579408,36.34853185706607
21,1.3,2810.7413350448264,44.97545891334416
22,1.356,2717.6967275853413,71.0186752017012
23,1.42,2686.8234865525365,92.59365062151365
24,1.471,2718.7390834837697,106.7340494077694
25,1.514,2783.2920474852313,115.60738580471045
26,1.588,2915.5885920860082,123.58166881392583
27,1.733,3043.5220620372106,95.12125022620368
28,1.833,2936.7186604895387,57.57656016911108
29,1.864,2871.8962955520815,58.64090732845122
30,1.89,2828.2737921604785,70.77715487516366
31,1.914,2801.758266012217,80.78471846679231
32,1.944,2788.35174315169,92.19040008206808
33,1.997,2816.0729566115315,106.61193523792792
34,2.07,2922.2382975313953,118.48549465848876
35,2.1,2985.5933684214583,121.68568360017176
36,2.141,3073.381707222486,113.35228066208856
37,2.209,3046.4194162360886,71.66790717026443
38,2.24,2976.970879958833,56.529410487810466
39,2.27,2897.2791914717204,53.631232907852144
40,2.297,2838.0883988686055,69.1990251471666
41,2.325,2803.2372798881734,82.32437130983628
42,2.338,2795.4419885683988,87.615813140211
43,2.355,2792.6924393605345,93.4302012784067
44,2.37,2795.8793343915777,97.93993677815857
45,2.385,2804.06557933764,102.10201117606286
46,2.401,2817.790411430777,106.06297795900743
47,2.415,2834.778357394087,109.3441239474237
48,2.43,2854.9234694518586,112.1979723567354
49,2.472,2929.685094194221,118.67079038808166
50,2.537,3030.878378158823,98.07995945523423
51,2.627,2920.887565317221,55.92212210727917
52,2.702,2779.842110767683,69.92564692100792
53,2.762,2741.362329457506,91.04150238146123
54,2.819,2767.0013783360364,105.75681511126471
55,2.844,2796.5319010811736,111.04444982296395
56,2.872,2841.3343935482153,115.98239229360556
57,2.898,2884.5418081374323,119.17396732907227
58,2.924,2913.902779412202,120.82204720766546
59,2.965,3011.9715431494205,124.4222863239561
60,2.999,3100.0341894138764,114.12368200976556
61,3.03,3111.9911160015304,92.09786060254982
62,3.124,2972.0351081959243,51.89152479968833
63,3.175,2842.567253725563,59.91762963024268
64,3.191,2813.7398691381036,67.98258248505606
65,3.225,2777.3214146778682,81.75374388755311
66,3.279,2772.1084282257666,99.01218353508462
67,3.302,2789.644627614374,105.29992426327938
68,3.332,2827.447209107437,111.89518842948219
69,3.365,2883.0677961908445,117.30386071817608
70,3.386,2927.099473258229,120.08533591827239
71,3.405,2963.1414595246993,116.48634268297313
72,3.431,2985.5957828734267,98.92401524845378
73,3.452,2981.290486387054,86.79400422912713
74,3.484,2957.093593406312,87.841678379934
75,3.501,2951.178563931545,92.81984328447606
76,3.587,2981.6676148764877,108.50857871885158
77,3.612,3013.6197461400975,112.8226264242015
78,3.666,3076.6863535612515,96.79084347772047
79,3.721,3018.0727393406123,66.60238542107885
80,3.741,2987.8491722188273,68.82729276371444
81,3.757,2966.9533769266127,74.5576513452523
82,3.786,2937.829609585198,85.06033167910853
83,3.817,2926.909227580899,94.08241191972103
84,3.835,2928.6417505666795,98.61387614928708
85,3.871,2953.5535670689405,107.48030654052344
86,3.911,3005.9840265170637,114.3219046089114
87,3.942,3045.627843071197,110.34556452351998
88,3.988,3037.1120912771694,79.45790290492242
89,4.03,2965.4428019642346,59.73516800493575
90,4.08,2846.37811486362,49.915653098608246
91,4.101,2796.9456955590945,62.6905855802307
92,4.12,2764.989378575248,72.71889669615048
93,4.139,2744.3494276817296,81.76993688115016
94,4.182,2738.0762429577553,96.99144530260986
95,4.234,2783.871609464631,110.06616492060351
96,4.288,2875.2464657682317,118.99400228167782
97,4.325,2953.553246475276,122.85413852446149
98,4.383,3021.6419958971856,92.02620476237007
99,4.402,3006.349493825899,79.84429608320949
100,4.436,2953.0467948276837,72.52704680908478
101,4.461,2922.906186998196,82.74328461866136
102,4.486,2908.979403674483,91.51457912655377
103,4.553,2935.2510253269083,107.48828883169277
104,4.582,2965.7886471157008,112.11061341853511
105,4.632,2990.328625301928,87.03286767058398
106,4.656,2964.372492624896,73.66176428661099
107,4.696,2915.2176473200952,81.75414137683846
108,4.728,2899.176720897928,91.76940202125913
109,4.747,2899.1376824527783,97.11795814210623
110,4.765,2905.9380034248775,101.79577393505686
111,4.786,2916.9767079590238,105.42450904478649
112,4.817,2948.230868328312,111.06572180053956
113,4.843,2984.1260246119555,114.88252044072767
114,4.889,3022.564819926483,92.23600451718546
115,4.916,3002.790713147376,77.84045902631549
116,4.944,2961.7438159689705,71.56002648186727
117,4.957,2949.4024965167,75.15139170276645
118,4.972,2938.1990841652378,78.80572207442124
119,5.016,2913.3086911166515,92.2590142302323
120,5.046,2918.0638001234147,100.93586593941728
121,5.077,2942.656215213424,108.03200177470956
122,5.11,2985.758846764451,113.74600978299243
123,5.137,3019.5138557201453,108.56680589708522
124,5.163,3026.09766859069,91.77668758898628
125,5.178,3016.0959338847583,82.67192223283656
126,5.215,2982.47455854292,86.03296091625423
127,5.236,2973.3244428812636,91.89139439168389
128,5.279,2978.466721053612,102.35721512202396
129,5.327,3020.300881658625,111.23160204531781
130,5.384,3086.432608776053,98.14873433725955
131,5.439,3024.098852178981,65.81958683475649
132,5.49,2910.200019593109,54.22897821141516
133,5.544,2823.102863804647,79.54389844428502
134,5.628,2827.7371861817032,105.34822211161561
135,5.656,2857.0887086690686,110.77456381854195
136,5.672,2881.539913391077,113.74326367431587
137,5.689,2910.685674398902,116.39452938648832
138,5.717,2959.8780144514185,119.59309870000897
139,5.806,3071.916036000127,89.02420121093911
140,5.838,3029.1697795808304,69.70764075431406
141,5.888,2920.8319006761567,61.42112196109669
142,5.917,2868.079651053734,76.60218377151004
143,5.987,2842.9417274583325,97.21052352980615
144,6.003,2849.943107298355,101.54906503507458
145,6.028,2869.3734954732436,107.10110762947394
146,6.053,2900.446169146905,112.00137908542138
147,6.082,2948.546862887512,116.5853058469857
148,6.221,3127.841676242505,92.44403876747995
149,6.273,3064.4254153339707,65.63248445225933
150,6.333,2922.5750492728434,44.020269861683545
151,6.357,2879.720362673046,45.881593485747985
152,6.378,2832.721036396803,57.32856294031776
153,6.41,2779.878902410594,72.81189288215653
154,6.433,2757.3194760821657,82.75564366543045
155,6.455,2749.6089230762163,89.98766050181703
156,6.479,2751.539104479813,96.62635781429047
157,6.496,2755.8442308077365,99.51428074493263
158,6.508,2760.343718324181,101.52562464330494
159,6.717,3068.020758931664,125.34004542973675
160,6.749,3138.3327870962917,112.53938002798843
161,6.796,3130.95866671027,80.86764652892208
162,6.867,2994.716929572539,50.53432986623529
163,7.006,2689.9266855750716,46.178917414971444
164,7.04,2620.6351389047973,66.84428479310678
165,7.109,2588.4722914774375,94.80934692794918
166,7.325,2946.196646256747,128.12126220268613
167,7.357,3034.3212939752475,118.01152332471946
168,7.382,3056.9243477822274,100.65677551278642
169,7.407,3047.698356381711,83.92299813584168
170,7.44,3000.4175190943156,66.72678505509482
171,7.456,2970.0828937181373,66.32183465842216
172,7.473,2941.25396519719,74.21169696295355
173,7.5,2918.0157441210904,82.34042996680266
174,7.516,2910.5332598411237,85.94093298726749
175,7.54,2903.3159709228103,91.59599594600313
176,7.592,2915.5977571378025,103.93889810084698
177,7.64,2968.941913905339,113.06325107346959
178,7.696,3046.3249068232526,104.38355795013176
179,7.833,2872.5811551906463,46.79073509696191
180,7.869,2795.9725876214716,42.17154841876743
181,7.882,2773.831482931644,47.64020853798849
182,7.896,2754.6897452913154,52.54904778180139
183,7.909,2729.4810252731622,59.4338375076464
184,7.94,2687.9345333510123,73.15510121494809
185,7.977,2664.405491827976,88.35125163322111
186,8.007,2671.700415008168,99.00714302752439
187,8.037,2700.9153997968183,107.5405152765138
188,8.101,2803.383085489052,119.06061885010622
189,8.115,2837.4299996842597,121.16463944688276
190,8.132,2875.96967744576,123.04396542977639
191,8.145,2909.8818669864677,124.35764061402412
192,8.157,2943.811198519233,119.54272745706452
193,8.173,2967.325669497563,107.07957815630087
194,8.192,2974.3190306701426,93.8922024436092
195,8.205,2969.596392184964,91.42286874167122
196,8.228,2968.2977821077557,98.26683036664814
197,8.259,2982.800061033465,105.19642278287131
198,8.295,3010.4331041030787,101.84450023925848
199,8.384,2966.675440609722,72.95738834633306
200,8.405,2938.005756893077,75.88247491358928
201,8.46,2904.5290412836816,93.00272419107094
202,8.478,2905.5640268729253,97.80482747837137
203,8.541,2943.8847527489033,109.61336073404689
204,8.576,2986.611315978954,114.58560024216759
205,8.617,3041.9603604582535,112.96590850563759
206,8.633,3054.359426857409,101.78699726427688
207,8.656,3049.883047154945,86.98985887178131
208,8.705,2986.477407101327,63.931680308241795
209,8.728,2952.312879784378,61.3154353421995
210,8.758,2910.183418429708,72.52217926365618
211,8.844,2872.7336095729024,99.55131029159672
212,8.904,2914.41149938933,110.33749171969014
213,8.937,2965.822305047534,115.80432211734527
214,8.971,3030.450196475392,113.74453499646314
215,9.011,3036.9198177537837,84.48495018006456
216,9.04,2995.1088723659054,68.2644180213586
217,9.077,2918.1885823007665,58.309367874438024
218,9.184,2829.0685068915377,96.5309413788854
219,9.233,2867.5511615046257,109.16140647755617
220,9.339,3033.7940862405685,121.74142528714331
221,9.395,3131.0814888087043,102.0466917541469
222,9.433,3107.596525386413,77.78924380466674
223,9.471,3032.695711324827,58.801331349532795
224,9.505,2955.667148251238,59.02188494800446
225,9.532,2910.3825276338825,70.70771846378925
226,9.547,2897.1259174387246,74.7492126716426
227,9.564,2885.4532850067353,78.81918090778315
228,9.584,2874.8294396290376,83.35817660441828
229,9.628,2863.431644423586,92.58130221087995
230,9.659,2872.0136273357284,101.87070342536077
231,9.691,2903.4132483298413,109.45827115342456
232,9.711,2932.4307872270524,113.22809203315485
233,9.731,2966.5663098773866,113.41406184510652
234,9.753,2991.487058088561,103.99340138994175
235,9.777,2991.8462587852205,88.63263174018763
236,9.834,2958.3983463658005,93.04481829994482
237,9.863,2960.738912145275,100.06513535532105
238,9.906,2989.9819297467684,108.73584074223
239,9.962,3042.508500858129,97.73437523546114
240,10.006,3010.551721871769,73.79870156366178
241,10.137,2883.5131677992194,93.74129513814192
242,10.18,2901.671736001763,105.15104408052586
243,10.217,2946.6949406132826,112.62783857697565
244,10.254,3012.76534817793,113.4319629091563
245,10.279,3032.0262384423613,96.51182953598531
246,10.304,3015.0555848076924,79.69847822559548
247,10.33,2972.3058910291593,72.40236915462009
248,10.356,2938.5296243720845,83.77504585576654
249,10.411,2929.2043239942277,100.44099489400641
250,10.455,2968.7976739465716,110.36234145159203
251,10.501,3042.881183975915,109.63790727433846
252,10.523,3051.028177091897,93.72042478596471
253,10.554,3023.466513132409,75.28462724071417
254,10.571,2996.4899523903428,73.35502464843418
255,10.595,2971.1197222515752,81.31230758194235
256,10.625,2951.8481040829593,91.39037004851632
257,10.668,2957.7870757494593,102.49327088238176
258,10.722,3001.406588670657,111.48223189896386
259,10.746,3036.24130034466,109.16443777208421
260,10.777,3036.7773370586083,85.26567540357041
261,10.807,2990.814319544657,67.4651717454239
262,10.843,2908.438216888432,61.55637671644921
263,10.879,2850.4621623899457,79.0514292911926
264,10.905,2833.9298520118077,88.06453622079228
265,10.956,2839.5850424773676,101.47812381467047
266,10.987,2865.1052179357744,108.23482997038701
267,11.031,2922.9649288304477,115.37087078777952
268,11.093,3015.7423381897656,120.92746861043386
269,11.136,3072.804244088472,105.75766463603118
270,11.186,3043.5009776540833,73.83325173045641
271,11.216,2978.896712562002,58.49795982024828
272,11.309,2793.17073227569,77.40492643287854
273,11.365,2775.6012408842307,97.21229224663752
274,11.445,2846.5921497974423,113.45572820551851
275,11.473,2896.549138985588,117.82434052140049
276,11.528,3005.3418710325986,123.0468510549742
277,11.55,3045.0870075760313,118.67725020409945
278,11.59,3067.2903496397366,91.10521994817766
279,11.648,2999.867776413417,64.0004121164042
280,11.668,2961.3613395574016,62.95673192022247
281,11.687,2929.0035491966146,71.46509244376978
282,11.705,2905.076894013882,79.18219658172721
283,11.716,2894.664028546624,83.53974548221173
284,11.747,2882.7001551953276,93.08290442571882
285,11.76,2883.3557755681504,96.80279523082875
286,11.773,2887.2083529537936,100.09026845897154
287,11.786,2894.1196098683995,103.14277843304001
288,11.808,2911.4379473494782,107.58279428858381
289,11.848,2958.3204534587417,113.9406930768482
290,11.863,2979.635763613517,110.8224882069297
291,11.878,2991.0802892714155,99.28004167345377
292,11.894,2988.5733761934157,88.6338033572944
293,11.911,2974.9019265299203,85.03187202333599
294,11.926,2965.914030089479,90.06165655657324
295,11.946,2962.1290636988474,95.5245446111285
296,11.96,2964.127560551256,99.24418009376242
297,11.991,2979.915834722867,105.75379140754634
298,12.061,2999.390528683797,92.84686889737321
299,12.103,2981.870351774234,84.45724092190183
300,12.149,2931.7347686718604,73.59053136527386
301,12.416,3080.668534942045,120.6878613116447
302,12.472,3144.1974343909847,97.89773787739479
303,12.49,3135.923092083751,86.25793516151182
304,12.506,3117.3022749572165,76.91672066094429
305,12.539,3059.226687489214,61.58761194234399
306,12.594,2946.944657360391,50.918388815335156
307,12.619,2909.763533600333,59.70532160746622
308,12.678,2834.6968714422524,83.77221994672853
309,12.718,2826.671581921039,96.49416955866081
310,12.758,2855.939864966994,107.47125086768743
311,12.796,2914.983061901705,115.13633781821747
312,12.823,2968.7672480326287,118.95139384149063
313,12.851,3025.4680149246788,114.45930984800282
314,12.881,3041.263836992668,92.68102132445507
315,12.91,3012.6956722792056,74.66580433942777
316,12.938,2958.125557753055,66.29860990704866
317,12.971,2911.7707901394865,80.27199114695722
318,13.022,2892.2742568468248,96.84259738789314
319,13.038,2895.301934581836,99.65646389861315
320,13.057,2900.984448308867,102.45993133597459
321,13.121,2957.7804410028275,112.98747598593911
322,13.155,3009.4600853688876,115.08558818224576
323,13.175,3037.728795429602,106.80795749265302
324,13.189,3043.1901918989206,96.58494357207982
325,13.203,3037.5006844771815,86.85403346097368
326,13.218,3021.860200412339,77.86902677558977
327,13.241,2988.6793755921944,77.43305324825586
328,13.257,2971.604927397526,83.42997372213433
329,13.358,2978.0666115972763,106.83406189760908
330,13.402,3027.584822600623,113.71307641046039
331,13.423,3056.563647105928,108.11129619183286
332,13.499,3017.153039447972,69.74991408592354
333,13.523,2965.2025489877715,64.36124019599447
334,13.55,2921.514103459052,76.583755488474
335,13.589,2892.4448199684457,90.86633247341955
336,13.638,2901.5250027434413,102.86858640920401
337,13.671,2929.6246408045936,109.3760107573112
338,13.704,2975.660093855218,114.77529782750432
339,13.736,3009.3386259940676,104.04319852579485
340,13.761,3010.050053465692,89.58723279665627
341,13.988,2605.192086446917,27.36828840086852
342,14.005,2573.9188991999617,28.523305237733542
343,14.024,2541.2822445962215,37.45740151074823
344,14.052,2480.332341310144,55.78469966553843
345,14.077,2444.266171889101,70.1443368825948
346,14.105,2427.0924784853437,84.03808070074278
347,14.148,2448.6673931863006,101.67279635717529
348,14.199,2534.4263786215965,116.14664664331951
349,14.254,2679.881272242626,126.19931921587107
350,14.292,2797.3417583262994,130.181956082675
351,14.326,2907.9749071766764,132.10020140885888
352,14.369,3046.4298731773333,122.35290124386515
353,14.415,3070.9579594628526,85.48056560996326
354,14.469,2971.374706315185,56.80326922055177
355,14.499,2902.4988225271727,61.36578251283417
356,14.516,2872.5659437669483,69.46077316785932
357,14.533,2847.7843894407265,77.62907662666353
358,14.548,2833.0654580459072,84.37519532147476
359,14.567,2825.378392487562,91.27042589475673
360,14.589,2828.0082625204964,98.28618757458453
361,14.619,2848.640087773924,106.01193570458922
362,14.64,2874.8815318241273,110.7193964228028
363,14.661,2909.298231285451,114.66574722417691
364,14.683,2952.149560643629,117.98737350805736
365,14.704,2996.5058646969915,114.5459874814323
366,14.745,3007.434517804352,85.41103824351859
367,14.782,2959.879256509272,66.90605195313817
368,14.815,2896.4854952335772,66.5149773688268
369,14.849,2849.64473976115,82.31779815653783
370,14.887,2837.9843374844577,96.22543721746277
371,14.928,2865.730441839033,107.185744768193
372,14.955,2899.616111106385,112.39393907053619
373,14.984,2942.746329165328,116.46764201443732
374,15.007,2981.410488694312,112.32914286002627
375,15.074,2964.125202892681,73.3043023965166
376,15.119,2903.580601634596,79.06883024520819
