,speed
0,0.0
1,336.1426126940964
2,567.1159223739633
3,3658.083760975256
4,4857.143195872969
5,5129.943015412498
6,4859.203390098705
7,4726.869053717937
8,4384.026879859764
9,3969.1513497948154
10,3919.5683055548275
11,3901.7010985037355
12,4704.783225140365
13,4767.771994338934
14,4863.714667534873
15,4591.014047897638
16,4500.644973658831
17,4046.122347604785
18,3901.6453046872452
19,4013.340264357232
20,4062.6424598231606
21,3963.8475695091847
22,3918.299198378382
23,4907.396979264074
24,5085.1136632207645
25,4851.734837416861
26,4740.357196065413
27,4503.862079443838
28,3952.5156929948807
29,3928.4609710213963
30,3847.837036672148
31,4636.0315514516615
32,4747.792425814257
33,4597.137877900356
34,4534.691094661863
35,4243.4483382717435
36,4224.571540530764
37,4274.826819919503
38,4305.690370837963
39,3936.460793905026
40,3936.460793905026
41,3897.4034491158727
42,4729.629292195162
43,4741.649861975807
44,4983.135553458772
45,4645.678626876405
46,4616.99328059961
47,4314.906710538818
48,3904.1231385895167
49,3831.865107708204
50,3777.9353637363115
51,4569.196810398307
52,4694.91089819475
53,4817.532782739395
54,4469.712465368055
55,4414.852938593626
56,3894.0165067465173
57,3739.3443646876253
58,3765.766593419984
59,4704.872916451562
60,4939.3391036081475
61,5051.166473555455
62,4692.282494065671
63,4608.9965315012105
64,4355.521948911481
65,3897.2350301416186
66,3821.395359150422
67,3776.130905683766
68,4527.587350446957
69,4714.339186647677
70,4840.962427165604
71,4533.7105652410055
72,4417.782875876586
73,4191.614265582349
74,4200.7172424676355
75,4288.074311915944
76,4297.013329276568
77,4009.556736751709
78,3928.054570217981
79,4135.842973656744
80,4347.9848086509655
81,4347.9848086509655
82,4110.823591136637
83,4229.142177400191
84,4229.142177400191
85,4281.882809808705
86,4017.9183631818278
87,3965.5815039036675
88,4372.638636828174
89,4639.079522501746
90,4651.888861633643
91,4336.372399764459
92,4157.4156058129975
93,4045.109548468286
94,4467.093426215436
95,4670.711845783362
96,4672.78065853702
97,4360.0262492930115
98,4172.966718512502
99,4014.6355344348026
100,4020.3431551826948
101,4148.939081931565
102,4142.770728021489
103,3868.8594495035964
104,3760.7214320295516
105,3794.5311686589253
106,5136.9529610515065
107,5136.9529610515065
108,5295.4712468919515
109,4939.273975138559
110,4919.071614608423
111,4215.253214251393
112,4099.298257833507
113,3895.8286314440734
114,3945.726029838516
115,4078.8775784236354
116,4258.15073278579
117,3967.4971820898677
118,3963.585075510531
119,4083.6483451576137
120,4287.867856870209
121,4282.422809877254
122,3901.109801326451
123,3787.8640312143857
124,3854.521288758977
125,4675.9094859318275
126,4975.14284252581
127,4934.885019683425
128,4503.686763336574
129,4404.148213084763
130,4111.183583807618
131,4110.768991858431
132,4137.674016819587
133,4237.96904635874
134,3926.8322079914033
135,3926.8322079914033
136,4073.54026686959
137,4337.74832703816
138,4275.16440646082
139,3950.9711084821183
140,3853.4489595569876
141,3921.8048745989654
142,5050.0943625731425
143,5193.701434246157
144,5305.059937087262
145,4962.121961369698
146,4789.898398168016
147,4427.266830874565
148,3976.851508245454
149,3962.3115575164293
150,3859.411006345819
151,4600.266294770549
152,4637.614168502589
153,4580.507644113611
154,4499.207663605
155,4167.665869235705
156,4129.934408499555
157,4132.545704777894
158,4136.9871443172415
159,3867.802722333767
160,3824.546837658366
161,4222.103562182867
162,4682.489511971753
163,4766.661781326194
164,4387.178323519786
165,4376.3647241582175
166,3893.750592833763
167,3766.7929868782944
168,3989.2345718519236
169,4553.206498279181
170,4549.209012995571
171,4177.454373063927
172,4094.6615663185694
173,4108.331750731605
174,3942.817274151916
175,3923.243058318282
176,4136.419422546106
177,4403.599401560764
