,time,speed
0,0.056,7.81824815385611
1,0.105,54.17993310189616
2,0.151,215.62370722532427
3,0.188,481.4735755460811
4,0.224,859.9200229243799
5,0.26,1333.4930608131328
6,0.292,1801.9599800320505
7,0.386,2879.3910158122712
8,0.448,3295.5446910645805
9,0.511,3285.726346751009
10,0.557,3163.5449854934745
11,0.61,2987.398470411895
12,0.655,2851.479140448556
13,0.698,2787.792265577038
14,0.745,2789.4330152618477
15,0.797,2857.3292084412456
16,0.832,2934.98895801439
17,0.871,2967.955669336365
18,0.913,2906.8194288638
19,0.952,2843.6147515970674
20,1.021,2848.714034155756
21,1.071,2896.796652972125
22,1.108,2954.8113477525403
23,1.142,2979.126440994858
24,1.176,2941.3417155399
25,1.216,2884.17681128868
26,1.254,2875.4707952346657
27,1.287,2897.3871635136406
28,1.33,2948.969244697013
29,1.378,2967.8066347659574
30,1.42,2950.19076159401
31,1.46,2970.6133258055356
32,1.492,3001.068285354484
33,1.541,3006.1419267773467
34,1.59,2904.1935429702025
35,1.632,2821.593130872047
36,1.67,2801.0148380419205
37,1.728,2849.1227729601706
38,1.762,2915.6094072242563
39,1.796,2941.5753575129133
40,1.851,2937.5554035530117
41,1.883,2971.744082288168
42,1.916,2974.5880223952727
43,1.952,2958.364912242903
44,1.99,2981.165151882851
45,2.025,2973.657668605251
46,2.058,2946.65855054738
47,2.099,2959.4817180101077
48,2.135,3003.924347115218
49,2.175,3013.583356993539
50,2.206,2956.756034875577
51,2.238,2898.169641654973
52,2.272,2879.153299419414
53,2.306,2896.6136425401123
54,2.34,2943.7437484509524
55,2.387,2945.22549730676
56,2.429,2903.521018576079
57,2.463,2909.8238347497145
58,2.5,2950.210485874166
59,2.536,2976.38039678402
60,2.58,2934.9693028918227
61,2.61,2891.6380762814692
62,2.652,2887.2400488408703
63,2.684,2917.6104891514733
64,2.72,2977.5012163462943
65,2.755,2996.0954386911685
66,2.786,2947.461951717286
67,2.818,2902.843461640884
68,2.85,2881.5553913679605
69,2.893,2897.502414306277
70,2.925,2940.6353134072724
71,2.97,2958.615270106446
72,3.013,2943.8445848898973
73,3.063,2984.823931385189
74,3.133,3047.7113993735065
75,3.168,2989.3191461084784
76,3.201,2930.5858762815237
77,3.236,2913.1060430349485
78,3.27,2931.4628035493083
79,3.302,2976.0776233833667
80,3.334,2987.108396021371
81,3.379,2942.198093919409
82,3.411,2923.3130326400515
83,3.443,2937.7925705326275
84,3.478,2981.4955035691282
85,3.511,2990.346220886453
86,3.545,2958.2781856499
87,3.576,2945.0730203080097
88,3.608,2962.6317660883865
89,3.64,3005.01798399287
90,3.675,3015.988373426131
91,3.717,2943.407889148531
92,3.756,2864.7533088267146
93,3.794,2839.7912887768657
94,3.838,2866.7827003896214
95,3.874,2923.7312694675416
96,3.911,2981.95308725427
97,3.943,2981.004582872887
98,3.977,2959.9836151581558
99,4.017,2978.151441940017
100,4.051,3016.498780166752
101,4.083,3015.0720055627494
102,4.119,2949.959530469277
103,4.156,2883.905177725931
104,4.209,2871.495989604773
105,4.241,2903.8342545382325
106,4.275,2962.370338102016
107,4.314,2982.4450604879794
108,4.349,2947.435029892848
109,4.397,2870.593858683852
110,4.431,2858.0666313694496
111,4.463,2880.5609536015995
112,4.498,2932.1516384526954
113,4.536,2954.731884045023
114,4.571,2947.177028039507
115,4.606,2973.5783888845012
116,4.648,2976.08282297042
117,4.681,2953.238561338167
118,4.715,2965.435176044361
119,4.751,3007.9993618627327
120,4.786,3012.855440226102
121,4.819,2953.297763418227
122,4.853,2892.1568151120887
123,4.887,2873.2705835538127
124,4.919,2889.8372206465647
125,4.953,2936.7169894409276
126,4.994,2979.6447262234806
127,5.047,2930.339886648158
128,5.087,2868.1262748659988
129,5.13,2861.915379037706
130,5.163,2893.7136276054553
131,5.196,2950.3269048519605
132,5.228,2969.377005115535
133,5.303,2920.428942848599
134,5.363,2969.961965661515
135,5.421,2981.4200315662038
136,5.476,2919.386005922008
137,5.514,2925.6958584584836
138,5.55,2965.4206665668103
139,5.598,2977.8626038154503
140,5.633,2951.196172364564
141,5.68,2970.84736752882
142,5.716,3019.104990078561
143,5.751,3033.1361811552897
144,5.785,2977.102956706861
145,5.818,2919.821484772338
146,5.85,2903.9839258320258
147,5.885,2913.3445796182923
148,5.917,2949.51570586487
149,5.954,2973.250682204406
150,5.99,2953.133968797025
151,6.023,2940.929484366138
152,6.057,2961.8279505866176
153,6.093,3011.342125660733
154,6.128,3026.6450813104707
155,6.17,2954.7076357932156
156,6.202,2891.5593248606137
157,6.25,2869.8678762909985
158,6.286,2897.4961827742522
159,6.322,2954.5602957032816
160,6.357,2972.7244164108324
161,6.448,2851.5291242246485
162,6.489,2851.6985832798464
163,6.528,2895.110377316981
164,6.561,2957.4705354730895
165,6.61,2977.684040596313
166,6.647,2951.2965895288216
167,6.684,2965.0346052205937
168,6.717,3005.407569821262
169,6.762,3025.0856195485107
170,6.799,2958.8570369454724
171,6.841,2885.2865477587557
172,6.88,2870.6074066103397
173,6.914,2895.4153041259992
174,6.952,2954.6224446568826
175,7.026,2950.584572301197
