,speed
0,0.0
1,65.58881716174716
2,482.6871176642941
3,2147.800076872458
4,2147.800076872458
5,2147.800076872458
6,2147.800076872458
7,2147.800076872458
8,2147.800076872458
9,2147.800076872458
10,2147.800076872458
11,2147.800076872458
12,2147.800076872458
13,2147.800076872458
14,2147.800076872458
15,2147.800076872458
16,2147.800076872458
17,2147.800076872458
18,2147.800076872458
19,2147.800076872458
20,2147.800076872458
21,6374.937536570667
22,6692.855944827661
23,6692.855944827661
24,6692.855944827661
25,6692.855944827661
26,6692.855944827661
27,6692.855944827661
28,6692.855944827661
29,6692.855944827661
30,6692.855944827661
31,6692.855944827661
32,6692.855944827661
33,6692.855944827661
34,6692.855944827661
35,6692.855944827661
36,6692.855944827661
37,6692.855944827661
38,6692.855944827661
39,6692.855944827661
40,6692.855944827661
41,6692.855944827661
42,6815.954982863887
43,6718.8946531654365
44,6646.086540410103
45,6556.839747183796
46,6105.899736885193
47,6105.899736885193
48,6105.899736885193
49,6105.899736885193
50,6105.899736885193
51,6105.899736885193
52,6105.899736885193
53,6105.899736885193
54,6105.899736885193
55,6105.899736885193
56,6105.899736885193
57,6105.899736885193
58,6105.899736885193
59,6105.899736885193
60,6105.899736885193
61,6105.899736885193
62,6105.899736885193
63,6105.899736885193
64,6105.899736885193
65,5947.55820000409
66,5678.583248008936
67,5039.547466220516
68,5039.547466220516
69,5039.547466220516
70,5039.547466220516
71,5039.547466220516
72,5039.547466220516
73,5039.547466220516
74,5039.547466220516
75,5039.547466220516
76,5039.547466220516
77,5039.547466220516
78,5039.547466220516
79,5039.547466220516
80,5039.547466220516
81,5039.547466220516
82,5039.547466220516
83,5039.547466220516
84,5039.547466220516
85,4963.1714009343505
86,4785.049286472994
87,4561.767519641341
88,4347.136839936193
89,4152.973324393757
90,4152.973324393757
91,4152.973324393757
92,4152.973324393757
93,4152.973324393757
94,4152.973324393757
95,4152.973324393757
96,4152.973324393757
97,4152.973324393757
98,4152.973324393757
99,4152.973324393757
100,4152.973324393757
101,4152.973324393757
102,4152.973324393757
103,4152.973324393757
104,4152.973324393757
105,4152.973324393757
106,3858.270195573084
107,3668.548097972957
108,3650.3529617228796
109,3731.0296254369796
