,time,speed
0,0.062,20.127264366102175
1,0.118,165.48762360570691
2,0.172,558.7147991436268
3,0.228,1231.4479207112274
4,0.285,2063.7115763476313
5,0.353,2885.634474670198
6,0.417,3193.6749311324797
7,0.485,3116.0178270429365
8,0.567,2867.147226375816
9,0.624,2716.245508259863
10,0.679,2689.4609270464466
11,0.736,2765.8935317947016
12,0.795,2910.6019476970314
13,0.854,2938.167526627345
14,0.931,2893.915509717285
15,0.988,2959.680646466164
16,1.048,2949.687944610088
17,1.108,2893.7160680013394
18,1.176,2947.6331199466194
19,1.233,3061.899224858862
20,1.288,3060.477900477629
21,1.359,2877.1408417473244
22,1.418,2752.4099931149913
23,1.515,2779.3590134761475
24,1.575,2908.126367469764
25,1.631,2928.8924671647915
26,1.701,2891.25903007653
27,1.755,2953.3262312670263
28,1.807,2940.36749981837
29,1.863,2893.950954123555
30,1.919,2941.2333218870563
31,1.972,3043.8482271350003
32,2.028,3039.4440595139263
33,2.113,2821.544632804635
34,2.168,2686.484578974972
35,2.222,2670.0109310724065
36,2.276,2752.058811507404
37,2.332,2900.41391197774
38,2.393,2926.173104004399
39,2.452,2897.2002826230096
40,2.513,2965.258023459421
41,2.569,2947.8409123683196
42,2.634,2885.6345439078427
43,2.687,2934.26758690007
44,2.741,3045.731053154872
45,2.793,3045.873753544207
46,2.847,2901.98355375941
47,2.904,2779.061780703243
48,2.958,2782.03182964566
49,3.011,2873.316289414692
50,3.065,3016.5340459526246
51,3.119,3035.7158250685707
52,3.17,2904.5907819647196
53,3.223,2794.543188648881
54,3.274,2795.7428284954963
55,3.33,2887.72802783819
56,3.382,3025.170019425255
57,3.436,3042.4661340820417
58,3.492,2897.7684829951363
59,3.552,2776.713163074762
60,3.604,2785.8126334795584
61,3.658,2880.7166492013157
62,3.712,3027.60187300331
63,3.773,3035.556844712854
64,3.836,2863.8618170835575
65,3.906,2730.0774271798336
66,3.971,2764.105048476826
67,4.027,2888.4514061517307
68,4.08,3047.3399176867583
69,4.132,3071.3087812683752
70,4.192,2922.3154847357714
71,4.253,2794.143730492717
72,4.31,2800.1788438453905
73,4.371,2906.4897309558733
74,4.444,3096.220320213914
75,4.504,3125.636974224513
76,4.595,2879.6051179578394
77,4.652,2730.627500668883
78,4.71,2711.0458469389127
79,4.769,2803.8335816224153
80,4.823,2953.9193329087
81,4.876,2981.637909251793
82,4.932,2860.523103701738
83,4.99,2769.761226067423
84,5.045,2799.5672633504537
85,5.099,2908.168811615952
86,5.156,2920.171279908359
87,5.216,2891.071950236436
88,5.273,2957.9705738757266
89,5.335,2934.7359852036884
90,5.393,2874.7812429091387
91,5.453,2917.3269182217655
92,5.514,3037.9053689566035
93,5.578,3036.8128535098795
94,5.64,2867.6650398485403
95,5.699,2735.693530728091
96,5.754,2735.873244178617
97,5.808,2828.062141349781
98,5.867,2986.952499231829
99,5.921,3010.511030872925
100,5.977,2874.969275403428
101,6.031,2764.1026893971925
102,6.086,2769.544410359872
103,6.147,2877.066023375684
104,6.199,3019.855981559076
105,6.252,3042.3190147354767
106,6.316,2895.7675320418134
107,6.37,2781.2867422006407
108,6.425,2782.6369831129846
109,6.485,2882.45723248861
110,6.541,3031.065754657345
111,6.597,3044.3467559035757
112,6.657,2887.939851574401
113,6.711,2768.597146478713
114,6.765,2765.762835406754
115,6.82,2855.673397121041
116,6.876,3003.4574060442824
117,6.931,3023.378542729043
118,6.989,2877.5559981935835
119,7.055,2752.690762343523
120,7.109,2770.690372587483
121,7.169,2884.7749324552105
122,7.225,3042.2883011008066
123,7.279,3066.1432315713796
124,7.333,2929.8700815326592
125,7.392,2811.3546228756077
126,7.444,2816.003796594389
127,7.505,2918.1855358145967
128,7.563,3042.96650226115
129,7.621,3021.9262575254024
130,7.716,2819.81653335283
131,7.785,2742.7005650595174
132,7.839,2798.415633490168
133,7.895,2929.119738664489
134,7.946,2949.079591514981
135,8.001,2922.007321339134
136,8.059,2987.4524667268793
137,8.119,2965.7273064611027
138,8.171,2909.71806020327
139,8.225,2946.8557433610963
140,8.301,3088.7269462429026
141,8.369,3062.9418762037135
142,8.423,2900.3418025795445
143,8.48,2764.6448134053917
144,8.538,2756.5356850622557
145,8.597,2854.7727643178714
146,8.661,3022.743567734615
147,8.729,3060.8664122952464
148,8.781,2921.7350415413325
149,8.835,2803.7225225895045
150,8.893,2804.503026374138
151,8.96,2917.7881544122843
152,9.017,3036.36838420159
153,9.074,3008.3884358831924
154,9.131,2937.991282521092
155,9.184,2967.417182499099
156,9.24,3065.569719725295
157,9.296,3052.161089731801
158,9.351,2899.4718850922823
159,9.425,2732.9666950597516
160,9.484,2743.164519743742
161,9.537,2842.8228785387946
162,9.597,3009.4831290866573
163,9.652,3040.056214165524
164,9.707,2906.0016168727598
165,9.764,2788.9419367257515
166,9.818,2795.7800471669016
167,9.872,2887.782965549692
168,9.925,3027.6808475726816
169,9.979,3041.6735460145596
170,10.031,2909.051373618553
