,speed
0,0.0
1,435.0075633266088
2,1012.9043460643093
3,4553.084129555815
4,5484.284029597996
5,5511.183104268335
6,5070.33115265209
7,4901.924800413523
8,4620.784168222247
9,4160.0289981888345
10,4058.344292149739
11,4078.0381695126803
12,4088.618506515535
13,4076.2796453939227
14,3780.1176047130457
15,3804.6412162907204
16,3842.813668492545
17,5038.567385472165
18,5346.958803544711
19,5317.376662704013
20,4663.1777062070005
21,4652.734859046945
22,4262.477942156949
23,4163.764716964584
24,4215.421978154582
25,3913.7726098472913
26,3855.3608840577967
27,3966.9168422194725
28,4026.7746861666765
29,4006.922981493647
30,4174.511813488673
31,4515.083120486201
32,4502.293158644525
33,4108.568391230714
34,4001.8885909196692
35,4104.558779560128
36,4145.622966845213
37,4037.2740091052997
38,3983.5474470450345
39,4929.806262177689
40,4968.535697333759
41,5059.837975877736
42,4745.994368783015
43,4731.793666621837
44,4259.079739323642
45,4115.786174029986
46,4128.80053125295
47,3953.071941695132
48,3964.426321633024
49,4003.8326656734394
50,4039.9549045316166
51,3811.5169905192274
52,3797.5784708163674
53,4013.810426577057
54,4230.259863032389
55,4216.458401361832
56,3937.866237921964
57,3888.970341783087
58,4083.781460441825
59,4215.52268165409
60,4090.8876598087713
61,4035.5135227643127
62,4619.74104903575
63,4823.708683574579
64,4827.137955995834
65,4490.5840353028425
66,4315.390845553002
67,4159.713495759284
68,3743.6072296055504
69,3613.6710119389177
70,3666.465280221003
71,4602.801267331835
72,4859.704013714416
73,4930.659971648741
74,4596.190897139519
75,4453.1173881917275
76,4213.725098914767
77,4183.034656125683
78,4270.308403491816
79,4266.73740280757
80,3860.050823048169
81,3860.050823048169
82,3976.977520106255
83,4158.9908777358205
84,4144.186533616274
85,3864.995937433379
86,3834.8559594798176
87,3879.0514220372174
88,4730.512550788446
89,5022.390158736558
90,5006.068857516111
91,4637.593494968518
92,4328.229553870431
93,4279.75234038962
94,3847.9496935963975
95,3718.9357226430375
96,3739.10163564619
97,4452.189894066789
98,4737.084261212049
99,4734.041013841677
100,4411.454922020805
101,4093.5191874013867
102,4042.6269511587057
103,3687.612910901724
104,3615.6757042067247
105,3662.959388552956
106,4596.641771900028
107,4912.465775133327
108,4908.52231009154
109,4593.492077445848
110,4278.3892320851855
111,4231.6572998527145
112,3817.2979200244185
113,3689.789633596595
114,3711.064048423517
115,4510.103923579385
116,4813.534732021365
117,4792.9782387845025
118,4448.361713862417
119,4176.998747503435
120,4137.934917729858
121,3754.2184741421
122,3668.281395314375
123,3691.839772422722
124,5086.4130980338305
125,5392.86324603521
126,5604.023020273418
127,5182.832178899001
128,5120.2959732542895
129,4806.316320359091
130,4336.704418329776
131,4241.841768697338
132,4065.1258393345515
133,4098.971071237556
134,4255.339309727817
135,4263.404274547258
136,3976.118252944622
137,3886.708863516249
138,3976.0449869204585
139,4004.261938122767
140,3901.637824919733
141,3851.6824694192196
142,4478.192196741272
143,4728.329608443809
144,4765.960786981873
145,4493.659053139831
146,4276.210023616459
147,4186.858784095204
148,3793.807306626363
149,3671.166051820739
150,3685.5430268849
151,4384.069317493776
152,4680.493461942591
153,4678.442245964962
154,4384.128057442299
155,4049.61678043201
156,4049.61678043201
157,3641.4050202187414
158,3529.643870691699
159,3595.0957124223128
160,4492.511673249569
161,4836.699460652792
162,4833.922889682229
163,4544.243672415859
164,4220.759479367881
165,4220.759479367881
166,3812.6976632217184
167,3732.3213738979866
168,3926.199472517967
169,4076.0344572723498
170,3950.314323853276
171,3898.504354723478
172,4449.359048085716
173,4720.788149103139
174,4733.531754870125
175,4442.69916401031
176,4226.78175859218
177,4141.056316004634
178,3735.83871302142
179,3614.0879676067834
180,3633.9124027989888
181,4958.974817758158
182,5165.0908293228
183,5263.857170532919
184,4904.165229857095
185,4765.775275835462
186,4511.558178905434
187,4074.020362591548
188,3960.480838861523
189,3959.6373058119675
190,4718.195495501669
191,4907.744318762772
192,4970.1494167236515
193,4609.135613670699
194,4494.392094098474
195,4256.429142947383
196,3821.5393755540217
197,3728.826546768273
198,3704.25667718642
199,4466.878592021517
200,4679.395659407737
201,4761.171107218538
202,4451.419080395015
203,4325.754323560096
204,4110.404505312801
