,001
speed,"[0.0, 578.6165211851016, 1245.6208914391989, 5783.680831799126, 6230.333141712168, 5740.36954285355, 5170.228646692581, 4746.494090920446, 4119.0692411169985, 3911.6448797432226, 4232.803801820382, 4595.191054852564, 4643.263340603959, 4504.983365792316, 3922.6530614089584, 3739.018833342374, 4457.773818116405, 4736.796347155634, 4465.197805533128, 4391.36145005463, 3823.2171807347527, 3678.746933110656, 3936.439543500985, 4426.324181867435, 4626.539853457442, 4415.200345433806, 3889.966438838821, 3670.298665138649, 4288.486841986877, 4573.991835293781, 4686.973133879509, 4534.277085130045, 3972.7316134025423, 3765.7129372062905, 4581.754902125684, 4778.802076311319, 4646.07624078016, 4535.792835058722, 3801.6298040762863, 3738.909003341019, 4235.2541075246345, 4569.384192603074, 4438.389760073007, 4333.416464784872, 3705.7961490891794, 3602.1151132264577, 4430.2478299944905, 4737.005428896222, 4416.731559042429, 3916.4030365222175, 3681.4574934897414, 4764.631125914501, 5007.603516886163, 4734.685044473603, 4607.809817883963, 3887.7602171751128, 3790.1312495306947, 4459.370487295319, 4623.41876241228, 4503.023858445376, 4431.556451937359, 3755.051580295099, 3660.3140337178647, 4441.138722413082, 4726.744494187247, 4450.568855159466, 4367.7521511354325, 3673.286549875344, 3606.867152547019, 4117.988658720445, 4434.346189208509, 4414.182965164768, 4186.620687266384, 3668.1387675811097, 3545.9709449302013, 4421.211243416655, 4736.2710024552625, 4413.283393468478, 4215.6587729750445, 3667.465534081664, 3552.785151921684, 4420.897794690738, 4731.059593960422, 4413.170894847593, 4333.720613464367, 3667.381627046368, 3558.9752016208618, 4420.859061686737, 4690.244392004037, 4413.157145683669, 4270.583624654302, 3667.3713876360484, 3555.0883851630238, 4420.854352971268, 4688.897789898116, 4425.706324830083, 4351.085854499713, 3667.3701498142705, 3577.6430451932506, 4420.853784711863, 4735.901775014496, 4413.155282174362, 4113.131706939209, 3776.9686478278363, 4617.8245465785385, 5241.677226763896, 5175.957403526302, 4850.380854840209, 4093.491187843554, 3963.6052883428965, 4426.2513950983475, 4650.5481028597105, 4596.451100260086, 4408.752169070102, 3801.4061905635, 3719.058787017721, 4113.364777245842, 4486.010860908912, 4451.691097668883, 4357.985877522048, 3710.350937618295, 3626.236618748259, 4290.045776047648, 4548.960178133843, 4414.714416139697, 4254.449896955961, 3668.536779430448, 3553.1295048919155, 4421.396874346675, 4686.547147087113, 4413.350174170955, 4234.080354272681, 3667.5153588345065, 3546.0797989969947, 4420.920813795066, 4695.4488408511415, 4413.1790748957455, 4294.239265480705, 3682.9155682005785, 3610.8689333351685, 4174.417523366389, 4420.861864610006, 4467.972990659795, 4270.5845410165175, 3707.72088272019, 3630.67939561286, 4386.433965589625, 4609.961435980494, 4416.114577002278, 4285.07480627795, 3682.8980028701794, 3589.4235335652475, 4360.845373883101, 4555.881958496743, 4459.304533721528, 4362.384675184898, 3692.808866489333, 3635.236915233266, 4088.179194446772, 4472.006807273308, 4497.2116006414035, 4413.155259833704, 3820.7971813603126, 3667.36998419455, 3875.214527309509, 4419.704314804813, 4603.421463964775, 4373.508051805513, 3940.6066871135317, 3664.8546146564836, 4076.0723155435808, 4904.714986556305, 4866.790121566414, 4627.45300201756, 4096.36627860815, 3840.1799283449154, 4102.307085452071, 4678.059929888225, 4284.718983594933, 4188.552430680796, 3530.9899902533184, 3413.2903127687787, 4325.998291125736, 4649.678522471287, 4365.514367981887, 4124.254155787268, 3933.7049015045613, 4617.267439061906, 5361.791484706301, 5134.1039854105975, 4673.399784850784, 4275.787905927536, 3858.922289417032, 4207.114992383121, 4400.616725365761, 4223.276212374456, 4144.523020225958, 3549.8960373450823, 3471.3284112018173, 3984.305069885398, 4318.670848093916, 4555.694882184924, 4370.344468425317, 3634.9025584279216, 3516.907421705984, 4405.252881555711, 4722.313899568395, 4407.365607533576, 4067.852615532849, 3762.150507549191, 5029.2752841677875, 5258.626422043643, 5126.792633886784, 4987.3369791920795, 4147.967095001698, 4063.9535394147465, 3788.239724825893, 3714.4876924654905, 4713.924756108731, 4914.170803620161, 4643.317297077163, 4555.011369248183, 3866.6693879655186, 3790.584980690421, 4515.1941424747365, 4697.849868927925, 4454.195755458724, 4343.833111989728, 3698.7664019311424, 3580.5930817568337, 4436.283031974886, 4712.072250850943, 4419.086108755278, 4231.659917648251, 3671.834679687988, 3603.2424505845133, 4422.962865797557, 4675.069341328996, 4431.63429436089, 4307.879391696178, 3742.5818308156227, 3667.9466263124896, 4101.631684817878, 4421.121592982089, 4559.671152002732, 4413.25112812436, 3850.8552662174598, 3667.6627385868733, 4018.703525872141, 4490.322140379053, 4659.986216310005, 4468.905633774785, 3896.3823663450876, 3714.1799220782736, 4087.153965735542, 4610.254904316476, 4673.865327664213, 4426.619277308503, 3943.971887887549, 3681.037351317633, 4209.730935427228, 4744.183769219409, 4845.575516246512, 4662.730259147684, 3956.2854821703027, 3867.5135713217464, 4531.047057406119, 4786.79964058542, 4461.554794032686, 4279.317445724512, 3704.4464697043595, 3582.1722007402027, 4439.136674537835, 4748.861011958069, 4420.215374300041, 4058.342534222431, 3747.6959322264097, 5153.615261798813, 5361.069716522766, 4957.537052490431, 4687.575522142315, 4104.440669168194, 3951.033204431138, 4665.519400563405, 4897.915031125452, 4525.053813849683, 4374.8076236861525, 3753.6795999975243, 3635.6393804449212, 4464.189065810264, 4712.948943946315, 4454.8840715195165, 4337.1942662590145, 3680.3613878276874, 3571.58262755245, 4427.058875376918, 4736.679979200425, 4415.4573300510865, 4199.246890504219, 3669.0947749083975, 3664.848868446133, 4421.6590029346535, 4819.408177526295, 4626.974889749681, 3976.1784400152983, 3848.791391693337, 4271.3509599338295, 4530.593689907786, 4464.9722787445435, 4378.234054923002, 3783.599310970838]"
